,title_author,pages,genre,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark
3243,"Chainsaw Man, Vol. 1 by Tatsuki Fujimoto",192,"['fiction', 'fantasy', 'manga']",4.1,6204,1,0.0055000000000000005,0.0027,0.0016,0.0068000000000000005,0.0011,0.0018,0.0004,0.0001,0.0001,0.0027,0.0013,0.0002,0.0070999999999999995,0.0009,0.0,0.0019,0.008
3244,"Saga, Vol. 2 by Brian K. Vaughan",156,"['fiction', 'comics', 'fantasy', 'science fiction']",4.46,22406,1,0.0064,0.001,0.0023,0.0059,0.0007000000000000001,0.0042,0.0012,0.0005,0.0001,0.0032,0.001,0.0007000000000000001,0.0095,0.0011,0.0,0.0015,0.005
3246,Dig by A.S. King,400,"['fiction', 'magical realism', 'young adult']",4.22,2545,0,0.0,0.0,0.0,0.0014000000000000002,0.0,0.0062,0.002,0.0008,0.0,0.0026,0.0034000000000000002,0.006500000000000001,0.0008,0.006500000000000001,0.0006,0.0049,0.0053
3248,Comfort Me with Apples by Catherynne M. Valente,103,"['fiction', 'fantasy']",3.68,8115,0,0.003,0.0048,0.002,0.0,0.0,0.0011,0.0,0.0,0.0,0.004699999999999999,0.0014000000000000002,0.0016,0.0002,0.0013,0.0,0.008199999999999999,0.0085
3251,Teaching My Mother How to Give Birth by Warsan Shire,38,"['nonfiction', 'feminism', 'poetry']",4.24,4151,0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0005,0.0014000000000000002,0.0,0.0021,0.0049,0.0069,0.0,0.0034000000000000002,0.0007000000000000001,0.0006,0.006
3254,Kafka on the Shore by Haruki Murakami,505,"['fiction', 'contemporary', 'literary', 'magical realism']",4.04,37024,0,0.0053,0.0037,0.0008,0.0011,0.0002,0.0036,0.0007000000000000001,0.001,0.0005,0.0018,0.0016,0.0064,0.0055000000000000005,0.0034000000000000002,0.0002,0.008199999999999999,0.0046
3255,The Department of Rare Books and Special Collections by Eva Jurczyk,336,"['fiction', 'crime', 'mystery']",3.13,1276,0,0.004699999999999999,0.002,0.0031,0.0003,0.0009,0.0022,0.0004,0.0002,0.0002,0.0017000000000000001,0.0017000000000000001,0.0025,0.0009,0.0009,0.0016,0.0086,0.0011
3259,Leaving Isn't the Hardest Thing: Essays by Lauren Hough,306,"['nonfiction', 'essays', 'lgbtqia+', 'memoir']",2.99,1733,0,0.0,0.0,0.0,0.0045000000000000005,0.0001,0.0076,0.0022,0.0014000000000000002,0.0,0.0015,0.0033,0.0074,0.0006,0.0039000000000000003,0.0017000000000000001,0.0,0.0054
3260,The First Sister by Linden A. Lewis,344,"['fiction', 'lgbtqia+', 'science fiction']",3.94,2574,1,0.0064,0.0016,0.0019,0.0003,0.0,0.0039000000000000003,0.001,0.0005,0.0,0.0051,0.001,0.0011,0.0088,0.0017000000000000001,0.0,0.0044,0.0049
3263,How I Live Now by Meg Rosoff,194,"['fiction', 'dystopian', 'young adult']",3.43,5986,0,0.005699999999999999,0.0024,0.0017000000000000001,0.0006,0.0002,0.0062,0.0019,0.0007000000000000001,0.0002,0.0044,0.0052,0.0023,0.005,0.003,0.0001,0.0008,0.0063
3266,Under the Whispering Door by TJ Klune,376,"['fiction', 'fantasy', 'lgbtqia+']",4.27,42355,0,0.0024,0.0073,0.0001,0.004699999999999999,0.002,0.009000000000000001,0.0070999999999999995,0.0040999999999999995,0.0006,0.0003,0.004,0.006500000000000001,0.0021,0.0014000000000000002,0.0,0.0014000000000000002,0.0011
3269,The Magic Mountain by Thomas Mann,720,"['fiction', 'classics']",4.01,1784,0,0.0013,0.008,0.0003,0.0023,0.0003,0.003,0.0003,0.0014000000000000002,0.0008,0.0008,0.0018,0.0086,0.001,0.0077,0.0018,0.0023,0.0021
3270,The Solitude of Prime Numbers by Paolo Giordano,288,"['fiction', 'literary']",3.52,4112,0,0.001,0.008199999999999999,0.0004,0.0001,0.0,0.0075,0.0005,0.0005,0.0002,0.0022,0.0068000000000000005,0.0060999999999999995,0.0,0.0013,0.0001,0.001,0.0040999999999999995
3271,Haunting Adeline by H.D. Carlton,538,"['fiction', 'erotica', 'romance', 'thriller']",3.8,40451,1,0.006,0.0026,0.0011,0.0006,0.0,0.0037,0.0002,0.0,0.0,0.0074,0.0015,0.0002,0.0017000000000000001,0.003,0.0001,0.0060999999999999995,0.009899999999999999
3272,The Friday Night Knitting Club by Kate Jacobs,352,"['fiction', 'contemporary']",3.27,3864,1,0.0024,0.0073,0.0002,0.0029,0.0032,0.0079,0.0044,0.0036,0.0013,0.0001,0.0040999999999999995,0.0032,0.0005,0.0005,0.001,0.0,0.0003
3273,The Strangers by Margaret Peterson Haddix,416,"['fiction', 'middle grade', 'mystery', 'science fiction']",3.72,1649,1,0.0033,0.0005,0.0060999999999999995,0.0007000000000000001,0.001,0.0027,0.0019,0.0004,0.0,0.0034999999999999996,0.0005,0.0002,0.0095,0.001,0.0001,0.0084,0.0016
3279,A Dog's Purpose by W. Bruce Cameron,320,"['fiction', 'contemporary']",4.28,6531,1,0.003,0.005699999999999999,0.0011,0.005699999999999999,0.0042,0.009399999999999999,0.0045000000000000005,0.003,0.001,0.0005,0.0058,0.0034000000000000002,0.0044,0.0006,0.0001,0.0,0.0003
3280,House of Hollow by Krystal Sutherland,292,"['fiction', 'fantasy', 'lgbtqia+', 'young adult']",4.05,18363,0,0.005699999999999999,0.0016,0.0026,0.0003,0.0,0.0032,0.0001,0.0,0.0,0.005600000000000001,0.0023,0.0005,0.0044,0.0011,0.0,0.009000000000000001,0.0095
3284,Beneath Devil's Bridge by Loreth Anne White,349,"['fiction', 'mystery', 'thriller']",4.04,1132,0,0.0054,0.0011,0.0033,0.0,0.0,0.0039000000000000003,0.0,0.0,0.0,0.005,0.0036,0.0012,0.0006,0.002,0.0001,0.0088,0.0088
3286,Night by Elie Wiesel,120,"['nonfiction', 'classics', 'memoir']",4.36,65957,1,0.0,0.0,0.0,0.0,0.0,0.008100000000000001,0.0003,0.0011,0.0,0.0040999999999999995,0.0087,0.0042,0.0001,0.004,0.0036,0.0,0.0084
3289,Restart by Gordon Korman,256,"['fiction', 'middle grade', 'young adult']",4.07,2306,0,0.0034999999999999996,0.006,0.0004,0.005699999999999999,0.0033,0.004699999999999999,0.0066,0.0052,0.0005,0.0008,0.0008,0.004699999999999999,0.0016,0.0011,0.0003,0.0008,0.0002
3290,Kira-Kira by Cynthia Kadohata,244,"['fiction', 'young adult']",3.88,2428,0,0.0029,0.0064,0.0006,0.0007000000000000001,0.0009,0.0083,0.0040999999999999995,0.0023,0.0003,0.0003,0.0076,0.004,0.0004,0.0004,0.0007000000000000001,0.0,0.0002
3292,You Were Born for This: Astrology for Radical Self-Acceptance by Chani Nicholas,304,"['nonfiction', 'self help']",4.23,1364,0,0.0,0.0,0.0,0.0,0.001,0.0011,0.0015,0.0054,0.0009,0.0,0.0,0.008,0.0005,0.0007000000000000001,0.0091,0.0,0.0
3298,The Bastard of Istanbul by Elif Shafak,360,"['fiction', 'contemporary', 'literary']",3.84,2862,0,0.0038,0.0054,0.0007000000000000001,0.0014000000000000002,0.0002,0.0073,0.001,0.0011,0.0001,0.0014000000000000002,0.0034999999999999996,0.0068000000000000005,0.0014000000000000002,0.0027,0.0031,0.0026,0.0033
3299,Babel-17 by Samuel R. Delany,192,"['fiction', 'classics', 'science fiction', 'speculative fiction']",3.65,1874,0,0.0044,0.0014000000000000002,0.004,0.0006,0.0006,0.0006,0.0004,0.0004,0.0,0.0015,0.0,0.0028000000000000004,0.0089,0.0051,0.0011,0.005600000000000001,0.0006
3301,A Monster Calls by Patrick Ness,237,"['fiction', 'fantasy', 'young adult']",4.43,37305,0,0.0028000000000000004,0.0066,0.0005,0.0001,0.0,0.0092,0.0017000000000000001,0.0013,0.0,0.0017000000000000001,0.0087,0.0048,0.001,0.0023,0.0,0.0018,0.0052
3303,The Soulmate by Sally Hepworth,320,"['fiction', 'mystery', 'thriller']",3.69,8414,0,0.005600000000000001,0.0017000000000000001,0.0025,0.0001,0.0,0.004,0.0003,0.0,0.0,0.0063,0.0019,0.0012,0.0009,0.0012,0.0001,0.0088,0.006
3304,Starling House by Alix E. Harrow,309,"['fiction', 'fantasy']",4.05,10702,0,0.006500000000000001,0.0022,0.0011,0.001,0.0,0.0051,0.0019,0.0004,0.0,0.0038,0.0019,0.0014000000000000002,0.0051,0.0011,0.0,0.0087,0.0085
3308,Proof: A Play by David Auburn,96,"['fiction', 'play']",4.0,1435,0,0.0013,0.008199999999999999,0.0004,0.0016,0.0003,0.0086,0.002,0.0015,0.0001,0.0028000000000000004,0.0049,0.0049,0.0001,0.0007000000000000001,0.0005,0.0007000000000000001,0.0015
3310,Sun Tzu: The Art of War by Sun Tzu,280,"['nonfiction', 'classics', 'philosophy']",3.59,15853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0002,0.0002,0.0,0.0048,0.0005,0.0016,0.0091,0.0002,0.0002
3311,The Call of the Wild by Jack London,172,"['fiction', 'classics']",3.59,21534,0,0.0029,0.0054,0.0016,0.0,0.0002,0.004699999999999999,0.0009,0.0017000000000000001,0.0001,0.003,0.0037,0.0021,0.009000000000000001,0.0014000000000000002,0.0004,0.0002,0.0032
3314,Freshwater by Akwaeke Emezi,229,"['fiction', 'contemporary', 'lgbtqia+', 'literary']",4.15,9132,0,0.0,0.0,0.0,0.0001,0.0,0.006999999999999999,0.0005,0.0005,0.0,0.0028000000000000004,0.0032,0.0055000000000000005,0.0006,0.0066,0.0005,0.0028000000000000004,0.0086
3318,American Housewife by Helen Ellis,208,"['fiction', 'short stories']",3.51,2493,0,0.005,0.0027,0.0009,0.0095,0.0043,0.001,0.0,0.0002,0.0007000000000000001,0.0004,0.0,0.0025,0.0006,0.0002,0.0001,0.0008,0.0048
3321,Crossings by Alex Landragin,384,"['fiction', 'fantasy', 'historical']",3.9,1170,0,0.0046,0.0037,0.0014000000000000002,0.0,0.0,0.0033,0.0005,0.0006,0.0,0.002,0.0017000000000000001,0.0037,0.0069,0.0034999999999999996,0.0001,0.0085,0.0024
3322,The Most Likely Club by Elyssa Friedland,335,"['fiction', 'contemporary']",3.28,1143,0,0.0032,0.0064,0.0003,0.0055000000000000005,0.0076,0.0024,0.0037,0.0016,0.0005,0.0001,0.0002,0.0037,0.0005,0.0002,0.0,0.0001,0.0
3328,The 5 AM Club: Own Your Morning. Elevate Your Life. by Robin S. Sharma,336,"['nonfiction', 'self help']",2.93,2197,0,0.0,0.0,0.0,0.0005,0.0011,0.0002,0.0022,0.0067,0.0003,0.0,0.0,0.0045000000000000005,0.0006,0.0012,0.006999999999999999,0.0002,0.0
3336,King of Wrath by Ana Huang,383,"['fiction', 'contemporary', 'romance']",3.96,23862,1,0.0049,0.004,0.001,0.004,0.0036,0.0072,0.0025,0.0005,0.001,0.0032,0.0008,0.0007000000000000001,0.0011,0.001,0.0,0.0009,0.0024
3337,The Book of Two Ways by Jodi Picoult,432,"['fiction', 'contemporary', 'literary']",3.68,5849,0,0.004,0.0053,0.0005,0.0005,0.0002,0.0076,0.0026,0.0018,0.0002,0.0009,0.003,0.006999999999999999,0.0043,0.0018,0.0038,0.0014000000000000002,0.0003
3338,The Stranger Times by C.K. McDonnell,464,"['fiction', 'fantasy', 'mystery']",4.09,1135,1,0.005699999999999999,0.0007000000000000001,0.0034000000000000002,0.0091,0.0044,0.0008,0.0003,0.0002,0.0004,0.0012,0.0001,0.0001,0.0070999999999999995,0.0002,0.0,0.0076,0.0022
3343,Last Night at the Telegraph Club by Malinda Lo,409,"['fiction', 'historical', 'lgbtqia+', 'romance', 'young adult']",4.29,25067,0,0.0033,0.006,0.0005,0.0004,0.0006,0.009000000000000001,0.0052,0.003,0.0001,0.0021,0.0037,0.0040999999999999995,0.0014000000000000002,0.0017000000000000001,0.0027,0.0001,0.0004
3345,Playground by Aron Beauregard,330,['fiction'],3.4,1297,0,0.004699999999999999,0.0012,0.0038,0.0003,0.0,0.0034000000000000002,0.0002,0.0,0.0,0.0073,0.0046,0.0002,0.0009,0.0034999999999999996,0.0,0.0008,0.009899999999999999
3349,The Pisces by Melissa Broder,304,"['fiction', 'contemporary', 'literary', 'magical realism', 'romance']",3.32,7356,0,0.002,0.0076,0.0002,0.005600000000000001,0.0004,0.0048,0.0004,0.0002,0.0,0.0014000000000000002,0.0034000000000000002,0.0048,0.0012,0.0022,0.0,0.0025,0.0069
3352,Pale Fire by Vladimir Nabokov,256,"['fiction', 'classics', 'literary', 'poetry']",4.15,3953,0,0.0032,0.005699999999999999,0.0005,0.0052,0.0002,0.0006,0.0,0.0002,0.0,0.0011,0.0006,0.0042,0.0014000000000000002,0.008199999999999999,0.0004,0.0062,0.0026
3353,The Unhoneymooners by Christina Lauren,400,"['fiction', 'contemporary', 'romance']",3.89,106836,1,0.0038,0.0046,0.0014000000000000002,0.0083,0.0088,0.0029,0.0024,0.0005,0.0026,0.0003,0.0002,0.0004,0.0023,0.0001,0.0,0.0,0.0
3354,The Firm by John Grisham,490,"['fiction', 'crime', 'thriller']",3.76,12879,1,0.0028000000000000004,0.0006,0.0064,0.0002,0.0,0.0006,0.0001,0.0,0.0,0.008199999999999999,0.0,0.0001,0.005600000000000001,0.001,0.0005,0.006999999999999999,0.0024
3355,The Longest Ride by Nicholas Sparks,398,"['fiction', 'contemporary', 'romance']",4.01,7286,0,0.0034999999999999996,0.0055000000000000005,0.0009,0.0005,0.0032,0.0085,0.0045000000000000005,0.0032,0.001,0.0008,0.0027,0.0025,0.0022,0.0003,0.0002,0.0002,0.0001
3357,Animal Farm by George Orwell,128,"['fiction', 'classics', 'dystopian']",3.88,175920,0,0.0037,0.0018,0.0042,0.0012,0.0002,0.0012,0.0001,0.0006,0.0,0.0029,0.0022,0.0073,0.0007000000000000001,0.0026,0.003,0.0005,0.0062
3358,Skyhunter by Marie Lu,371,"['fiction', 'dystopian', 'science fiction', 'young adult']",4.03,4244,1,0.005699999999999999,0.0009,0.0032,0.0004,0.0001,0.0045000000000000005,0.0013,0.001,0.0,0.0058,0.0018,0.0006,0.009399999999999999,0.002,0.0,0.0021,0.004699999999999999
3359,The Women by Kristin Hannah,471,"['fiction', 'historical']",4.65,5429,0,0.005699999999999999,0.0038,0.0003,0.0001,0.0,0.0092,0.0029,0.0048,0.0,0.0044,0.0076,0.0044,0.0034999999999999996,0.005,0.0048,0.0,0.0040999999999999995
3360,The Sword of Kaigen by M.L. Wang,651,"['fiction', 'fantasy']",4.53,6195,1,0.0053,0.0042,0.0003,0.0001,0.0,0.0089,0.0027,0.0025,0.0,0.0052,0.005699999999999999,0.0032,0.0072,0.0032,0.0001,0.0014000000000000002,0.0060999999999999995
3361,Il lago delle lingue morte by Carol Goodman,373,"['fiction', 'literary', 'thriller']",3.66,1531,0,0.0048,0.0014000000000000002,0.0036,0.0001,0.0,0.0036,0.0002,0.0,0.0,0.0062,0.002,0.0021,0.0016,0.001,0.0001,0.0086,0.009300000000000001
3369,Too Bright to See by Kyle Lukoff,224,"['fiction', 'lgbtqia+', 'middle grade']",4.32,1063,0,0.0024,0.0073,0.0001,0.0006,0.0011,0.0083,0.0068000000000000005,0.0039000000000000003,0.0001,0.0009,0.0032,0.004699999999999999,0.0014000000000000002,0.001,0.0014000000000000002,0.0059,0.0008
3375,Doppelganger: A Trip into the Mirror World by Naomi Klein,399,"['nonfiction', 'memoir', 'politics']",4.37,1469,0,0.0,0.0,0.0,0.0008,0.0,0.0014000000000000002,0.0021,0.003,0.0,0.0008,0.0007000000000000001,0.0072,0.0002,0.0062,0.0091,0.0002,0.0023
3376,The Stranger by Albert Camus,117,"['fiction', 'classics', 'literary', 'philosophy']",3.82,69452,0,0.0022,0.0069,0.0006,0.0004,0.0,0.0018,0.0001,0.0003,0.0002,0.0025,0.0019,0.008100000000000001,0.0002,0.0028000000000000004,0.0002,0.0017000000000000001,0.0067
3379,Ohio by Stephen Markley,484,"['fiction', 'literary']",3.91,1304,0,0.0037,0.005600000000000001,0.0005,0.0004,0.0,0.0060999999999999995,0.0002,0.0001,0.0,0.0051,0.005600000000000001,0.0042,0.0006,0.0034999999999999996,0.0001,0.0053,0.0095
3382,In the Wild Light by Jeff Zentner,432,"['fiction', 'education', 'young adult']",4.52,1119,0,0.0029,0.0067,0.0002,0.0017000000000000001,0.0006,0.009300000000000001,0.006500000000000001,0.0059,0.0003,0.0005,0.0062,0.0067,0.0011,0.0018,0.0005,0.0,0.0006
3385,White Fang by Jack London,272,"['fiction', 'classics']",3.82,8805,0,0.0028000000000000004,0.0054,0.0016,0.0,0.0003,0.0052,0.0022,0.0022,0.0002,0.0027,0.0031,0.003,0.0088,0.0013,0.0006,0.0003,0.0033
3386,Fruit of the Drunken Tree by Ingrid Rojas Contreras,589,"['fiction', 'historical', 'literary']",4.01,2589,0,0.006,0.0031,0.0008,0.0001,0.0,0.0077,0.0007000000000000001,0.0006,0.0001,0.005600000000000001,0.0059,0.0034999999999999996,0.001,0.0038,0.0026,0.0008,0.0055000000000000005
3391,Thérèse Raquin by Émile Zola,201,"['fiction', 'classics']",3.6,2678,0,0.0027,0.0066,0.0005,0.0001,0.0,0.0034999999999999996,0.0,0.0,0.0,0.0069,0.0028000000000000004,0.0025,0.0001,0.0018,0.0001,0.0021,0.0095
3393,"Born, Darkly by Trisha Wolfe",286,"['fiction', 'romance']",3.57,2187,1,0.0045000000000000005,0.004699999999999999,0.0007000000000000001,0.0,0.0,0.0029,0.0,0.0,0.0,0.0068000000000000005,0.001,0.0009,0.0016,0.0032,0.0004,0.0052,0.009899999999999999
3394,"One for Sorrow by Amy McCulloch, Zoe Sugg",336,"['fiction', 'mystery', 'thriller', 'young adult']",3.57,1623,1,0.0046,0.0012,0.0040999999999999995,0.0007000000000000001,0.0005,0.0014000000000000002,0.0003,0.0,0.0001,0.004,0.0005,0.0002,0.006500000000000001,0.0008,0.0,0.0091,0.0051
3398,The Tenant by Katrine Engberg,368,"['fiction', 'crime', 'mystery', 'thriller']",3.41,1653,1,0.0038,0.0006,0.0053,0.0002,0.0,0.0016,0.0,0.0,0.0,0.005600000000000001,0.0014000000000000002,0.0004,0.0009,0.0007000000000000001,0.0,0.0089,0.0077
3402,Love at First by Kate Clayborn,322,"['fiction', 'contemporary', 'romance']",3.77,2509,0,0.0023,0.006999999999999999,0.0004,0.0040999999999999995,0.0075,0.0064,0.005,0.0011,0.0008,0.0,0.0007000000000000001,0.0019,0.0001,0.0001,0.0,0.0,0.0
3403,Stoner by John Williams,336,"['fiction', 'classics', 'historical', 'literary']",4.34,13040,0,0.0008,0.0089,0.0001,0.0002,0.0001,0.006500000000000001,0.0009,0.0016,0.0007000000000000001,0.0007000000000000001,0.006999999999999999,0.0089,0.0,0.0013,0.0002,0.0001,0.0019
3406,Part of Your World by Abby Jimenez,388,"['fiction', 'contemporary', 'romance']",4.32,26738,1,0.0038,0.0055000000000000005,0.0005,0.0063,0.005699999999999999,0.0077,0.0058,0.0026,0.0011,0.0004,0.001,0.0019,0.0007000000000000001,0.0005,0.0002,0.0,0.0001
3408,The Last Bookshop in London: A Novel of World War II by Madeline Martin,310,"['fiction', 'historical', 'romance']",4.01,3385,0,0.005,0.0032,0.0016,0.0005,0.0006,0.008199999999999999,0.0064,0.005699999999999999,0.0002,0.0022,0.0044,0.0024,0.0021,0.0014000000000000002,0.0017000000000000001,0.0001,0.0012
3409,The Inheritance of Orquídea Divina by Zoraida Córdova,324,"['fiction', 'contemporary', 'fantasy', 'magical realism']",4.01,7779,0,0.005699999999999999,0.003,0.0011,0.0009,0.0002,0.0062,0.0021,0.0013,0.0,0.0019,0.0018,0.003,0.0067,0.001,0.0,0.008199999999999999,0.0028000000000000004
3415,If Beale Street Could Talk by James Baldwin,197,"['fiction', 'classics', 'literary', 'romance']",4.32,10522,0,0.0048,0.0039000000000000003,0.0012,0.0002,0.0,0.0089,0.002,0.0007000000000000001,0.0,0.0032,0.006999999999999999,0.0053,0.0,0.0036,0.0004,0.0001,0.0034999999999999996
3417,Swimming in the Dark by Tomasz Jedrowski,224,"['fiction', 'lgbtqia+', 'literary', 'romance']",4.26,9031,0,0.0024,0.0072,0.0002,0.0,0.0,0.009000000000000001,0.0018,0.001,0.0001,0.0018,0.0076,0.0067,0.0004,0.0017000000000000001,0.0014000000000000002,0.0001,0.0017000000000000001
3418,Cleopatra and Frankenstein by Coco Mellors,368,"['fiction', 'contemporary', 'literary']",3.88,18267,0,0.0011,0.0086,0.0001,0.0029,0.0003,0.0085,0.0023,0.0007000000000000001,0.0002,0.0021,0.0053,0.0062,0.0004,0.0022,0.0,0.0002,0.006
3423,Bully by Penelope Douglas,333,"['fiction', 'contemporary', 'romance']",3.46,14260,1,0.0025,0.0066,0.0006,0.0014000000000000002,0.0014000000000000002,0.006999999999999999,0.001,0.0002,0.0003,0.0044,0.0021,0.0006,0.0011,0.0016,0.0,0.0015,0.005
3426,Ghost Wall by Sarah Moss,152,"['fiction', 'literary']",3.82,6233,0,0.0032,0.0055000000000000005,0.0011,0.0,0.0,0.0037,0.0002,0.0,0.0,0.0069,0.0031,0.0022,0.0008,0.0029,0.0008,0.0033,0.009300000000000001
3432,Book Scavenger by Jennifer Chambliss Bertman,368,"['fiction', 'middle grade', 'mystery']",4.01,1702,1,0.0051,0.0001,0.0046,0.0032,0.006500000000000001,0.0003,0.0014000000000000002,0.0014000000000000002,0.0008,0.0004,0.0,0.0004,0.009300000000000001,0.0009,0.0016,0.008,0.0
3439,Nothing More to Tell by Karen M. McManus,358,"['fiction', 'mystery', 'young adult']",3.88,6166,0,0.0054,0.0007000000000000001,0.0037,0.0009,0.0004,0.0027,0.0005,0.0001,0.0001,0.0052,0.0009,0.0004,0.0045000000000000005,0.0011,0.0001,0.009399999999999999,0.0038
3441,"The Watsons, Lady Susan and Sandition by Jane Austen",256,"['fiction', 'classics', 'romance']",3.65,1457,0,0.0028000000000000004,0.0055000000000000005,0.0013,0.006500000000000001,0.0085,0.0013,0.0008,0.0002,0.003,0.0001,0.0002,0.0017000000000000001,0.0003,0.0004,0.0003,0.0003,0.0001
3442,Homegoing by Yaa Gyasi,300,"['fiction', 'historical', 'literary']",4.57,45529,0,0.003,0.0063,0.0005,0.0,0.0,0.0086,0.0024,0.0028000000000000004,0.0,0.0018,0.0059,0.006999999999999999,0.0017000000000000001,0.004699999999999999,0.004,0.0002,0.0039000000000000003
3443,Dark Notes by Pam Godwin,484,"['fiction', 'contemporary', 'erotica', 'romance']",3.89,2466,0,0.0038,0.0053,0.0006,0.0006,0.0001,0.0075,0.0017000000000000001,0.0007000000000000001,0.0001,0.0054,0.0039000000000000003,0.0005,0.001,0.0027,0.0,0.0008,0.0092
3444,The Do-Over by Lynn Painter,291,"['fiction', 'romance', 'young adult']",3.99,10364,0,0.005,0.0033,0.0015,0.0073,0.0087,0.0046,0.0037,0.0014000000000000002,0.0019,0.0001,0.0006,0.0016,0.0027,0.0002,0.0,0.0002,0.0
3445,Winterwood by Shea Ernshaw,336,"['fiction', 'fantasy', 'young adult']",3.71,4414,0,0.0048,0.0029,0.0021,0.0,0.0003,0.0043,0.0012,0.0004,0.0002,0.0032,0.0018,0.0013,0.0044,0.0005,0.0,0.0089,0.006500000000000001
3447,Shadow and Bone by Leigh Bardugo,358,"['fiction', 'fantasy', 'young adult']",3.81,154376,1,0.005600000000000001,0.0013,0.0029,0.0008,0.0005,0.0029,0.0009,0.0005,0.0002,0.0034000000000000002,0.0005,0.0002,0.0096,0.001,0.0,0.0043,0.0044
3448,Caught Up by Liz Tomforde,406,"['fiction', 'contemporary', 'romance', 'sports']",4.43,9421,1,0.0036,0.0058,0.0004,0.0075,0.0068000000000000005,0.0083,0.0051,0.0024,0.0014000000000000002,0.0002,0.001,0.0014000000000000002,0.0007000000000000001,0.0004,0.0,0.0,0.0
3449,The Uncommon Reader by Alan Bennett,120,"['fiction', 'contemporary', 'relaxing']",3.7,5593,0,0.0012,0.0079,0.0006,0.0073,0.0083,0.0003,0.001,0.0015,0.0028000000000000004,0.0,0.0,0.0034999999999999996,0.0003,0.0001,0.0006,0.0,0.0
3461,Check & Mate by Ali Hazelwood,352,"['fiction', 'contemporary', 'romance', 'young adult']",4.12,18892,0,0.0053,0.0037,0.0008,0.0066,0.0077,0.0053,0.0034999999999999996,0.0029,0.0015,0.0004,0.0004,0.0014000000000000002,0.0007000000000000001,0.0005,0.0011,0.0,0.0
3462,The Sound of Stars by Alechia Dow,426,"['fiction', 'fantasy', 'lgbtqia+', 'science fiction', 'young adult']",3.65,1615,0,0.0060999999999999995,0.0019,0.0019,0.0017000000000000001,0.0013,0.0054,0.0055000000000000005,0.003,0.0002,0.0025,0.0011,0.0021,0.0088,0.0011,0.0001,0.0015,0.0012
3464,Mercury Pictures Presents by Anthony Marra,432,"['fiction', 'historical', 'literary']",3.71,1024,0,0.0045000000000000005,0.0046,0.0006,0.003,0.0002,0.0068000000000000005,0.0028000000000000004,0.0019,0.0002,0.001,0.0034999999999999996,0.0066,0.0022,0.0028000000000000004,0.0033,0.0005,0.0009
3465,The Husband's Secret by Liane Moriarty,396,"['fiction', 'contemporary']",3.79,32584,0,0.0046,0.0033,0.0018,0.001,0.0004,0.0066,0.0006,0.0001,0.0001,0.0037,0.0036,0.0029,0.0004,0.0013,0.0,0.0068000000000000005,0.0036
3467,The F*ck It Diet: Eating Should Be Easy by Caroline Dooner,304,"['nonfiction', 'health', 'self help']",4.02,1609,0,0.0,0.0,0.0,0.0038,0.0011,0.002,0.0034000000000000002,0.0055000000000000005,0.0002,0.0,0.0,0.0042,0.0,0.0033,0.009000000000000001,0.0,0.0
3468,Of Women and Salt by Gabriela Garcia,224,"['fiction', 'literary']",3.82,6266,0,0.0019,0.0077,0.0002,0.0,0.0,0.0083,0.0011,0.0012,0.0,0.0017000000000000001,0.0060999999999999995,0.0066,0.0006,0.0038,0.0013,0.0002,0.0032
3471,Pachinko by Min Jin Lee,496,"['fiction', 'historical', 'literary']",4.36,51150,0,0.0034000000000000002,0.0059,0.0006,0.0001,0.0,0.0088,0.0023,0.0024,0.0001,0.0013,0.0068000000000000005,0.006999999999999999,0.0012,0.0029,0.0037,0.0001,0.002
3472,Tithe by Holly Black,332,"['fiction', 'fantasy', 'young adult']",3.49,10491,1,0.005,0.0021,0.0027,0.0014000000000000002,0.0008,0.0023,0.0002,0.0002,0.0001,0.0028000000000000004,0.0006,0.0001,0.0087,0.0008,0.0,0.005,0.0058
3473,The Woman in Me by Britney Spears,287,"['nonfiction', 'memoir', 'music']",4.01,29705,0,0.0,0.0,0.0,0.0007000000000000001,0.0001,0.008100000000000001,0.0033,0.0040999999999999995,0.0,0.0009,0.0067,0.005699999999999999,0.0001,0.0019,0.0033,0.0,0.0031
3476,Year of Yes by Shonda Rhimes,336,"['nonfiction', 'memoir', 'self help']",4.09,9555,0,0.0,0.0,0.0,0.0064,0.0038,0.0029,0.0054,0.0085,0.0006,0.0,0.0,0.0064,0.0009,0.0009,0.0018,0.0,0.0
3477,The Water Knife by Paolo Bacigalupi,371,"['fiction', 'dystopian', 'science fiction', 'thriller']",3.75,2504,0,0.0052,0.001,0.0036,0.0,0.0,0.0019,0.0001,0.0,0.0,0.0073,0.0019,0.0012,0.005699999999999999,0.0026,0.0002,0.002,0.0086
3478,Get Your Sh*t Together by Sarah Knight,224,"['nonfiction', 'self help']",3.47,1978,0,0.0,0.0,0.0,0.005600000000000001,0.0031,0.0001,0.0022,0.005,0.0003,0.0001,0.0,0.0040999999999999995,0.0,0.0004,0.0073,0.0,0.0
