,title_author,pages,genre,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark
9790,Fire Night: A Devil's Night Holiday Novella by Penelope Douglas,117,"['fiction', 'romance', 'young adult']",3.89,4438,1,0.0043,0.0027,0.0027,0.0015,0.0008,0.005600000000000001,0.001,0.0002,0.0003,0.0058,0.0007000000000000001,0.0009,0.005,0.0018,0.0001,0.0049,0.0070999999999999995
9791,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead by Brené Brown",287,"['nonfiction', 'psychology', 'self help']",4.23,14274,0,0.0,0.0,0.0,0.001,0.0006,0.0033,0.0046,0.0074,0.0001,0.0,0.0,0.0073,0.0001,0.0034000000000000002,0.0085,0.0,0.0
9792,Plain Bad Heroines by Emily M. Danforth,623,"['fiction', 'historical', 'lgbtqia+']",3.76,8762,0,0.0058,0.0025,0.0015,0.0026,0.0002,0.0024,0.0001,0.0001,0.0,0.0051,0.0009,0.0011,0.0034999999999999996,0.0015,0.0001,0.0089,0.0085
9793,Magician: Apprentice by Raymond E. Feist,323,"['fiction', 'fantasy', 'young adult']",3.88,4162,1,0.0051,0.0008,0.0038,0.0012,0.0015,0.0008,0.001,0.0006,0.0003,0.0016,0.0,0.0003,0.0097,0.0008,0.0,0.0026,0.0008
9794,"A Thousand Beginnings and Endings by Elsie Chapman, Ellen Oh",310,"['fiction', 'fantasy', 'short stories', 'young adult']",3.76,2211,0,0.0068000000000000005,0.0006,0.0011,0.0013,0.0026,0.0051,0.0018,0.0031,0.0013,0.0007000000000000001,0.0011,0.0033,0.0077,0.001,0.0032,0.0040999999999999995,0.0021
9795,The Coldest Touch by Isabel Sterling,384,"['fiction', 'fantasy', 'lgbtqia+', 'young adult']",3.64,1561,0,0.0064,0.0014000000000000002,0.002,0.0019,0.0017000000000000001,0.005600000000000001,0.002,0.0003,0.0003,0.0026,0.0013,0.0004,0.0055000000000000005,0.0005,0.0,0.0067,0.0034000000000000002
9797,"Lords of Pain by Angel Lawson, Samantha Rue",356,"['fiction', 'contemporary', 'erotica', 'romance']",3.9,4005,1,0.0040999999999999995,0.004699999999999999,0.0008,0.0002,0.0,0.0044,0.0,0.0,0.0,0.0067,0.0017000000000000001,0.0001,0.001,0.0028000000000000004,0.0,0.0027,0.0098
9801,The Count of Monte Cristo by Alexandre Dumas,1276,"['fiction', 'classics', 'historical', 'literary']",4.29,34915,0,0.0058,0.0022,0.0019,0.0011,0.0002,0.0052,0.0024,0.002,0.0002,0.0037,0.0024,0.0032,0.009000000000000001,0.0029,0.0003,0.0058,0.0044
9806,"Wild Embers: Poems of Rebellion, Fire and Beauty by Nikita Gill",150,"['nonfiction', 'feminism', 'poetry']",3.95,2530,0,0.0,0.0,0.0,0.0001,0.0004,0.0076,0.005,0.0075,0.0008,0.0003,0.0009,0.0077,0.0003,0.0013,0.0002,0.0003,0.0011
9808,Out by Natsuo Kirino,520,"['fiction', 'mystery', 'thriller']",3.88,4484,0,0.0064,0.002,0.0015,0.0003,0.0,0.0018,0.0,0.0,0.0,0.008100000000000001,0.0018,0.0013,0.001,0.0031,0.0001,0.0052,0.009899999999999999
9811,Bonjour Tristesse by Françoise Sagan,112,"['fiction', 'classics', 'literary', 'romance']",3.71,5211,0,0.0027,0.0068000000000000005,0.0004,0.0015,0.0017000000000000001,0.0051,0.0002,0.0003,0.0014000000000000002,0.0014000000000000002,0.0039000000000000003,0.0072,0.0009,0.0007000000000000001,0.0,0.0007000000000000001,0.0023
9813,Foster by Claire Keegan,89,"['fiction', 'contemporary', 'literary']",4.32,11125,0,0.0018,0.0074,0.0006,0.0001,0.0007000000000000001,0.0084,0.0031,0.001,0.0008,0.0005,0.005,0.0064,0.0002,0.0005,0.0,0.0007000000000000001,0.0006
9814,Les Pauvres Gens by Fyodor Dostoevsky,258,"['fiction', 'classics']",3.61,1055,0,0.0017000000000000001,0.0076,0.0005,0.0003,0.0002,0.006,0.0005,0.0005,0.0,0.0008,0.0084,0.0064,0.0,0.0014000000000000002,0.0004,0.0004,0.0039000000000000003
9815,Chess Story by Stefan Zweig,84,"['fiction', 'classics', 'literary', 'short stories']",4.17,7906,0,0.0026,0.0060999999999999995,0.0011,0.0002,0.0002,0.0028000000000000004,0.0002,0.0009,0.0002,0.0051,0.0018,0.0062,0.0009,0.0026,0.0014000000000000002,0.0026,0.005
9818,Notes from the Underground by Fyodor Dostoevsky,99,"['fiction', 'classics', 'philosophy']",3.99,12574,0,0.0005,0.0091,0.0001,0.0015,0.0,0.0027,0.0,0.0002,0.0,0.0024,0.0027,0.008100000000000001,0.0001,0.0049,0.0004,0.0011,0.0073
9820,Madame Bovary by Gustave Flaubert,329,"['fiction', 'classics']",3.49,18503,0,0.0016,0.008,0.0002,0.0009,0.0001,0.006,0.0001,0.0003,0.0001,0.002,0.0053,0.006,0.0004,0.0023,0.0003,0.0002,0.0032
9821,"Two Old Women: An Alaskan Legend of Betrayal, Courage and Survival by Velma Wallis, James Grant",140,"['fiction', 'historical']",3.97,1116,0,0.0039000000000000003,0.0044,0.0015,0.0,0.0003,0.0046,0.005600000000000001,0.0067,0.0003,0.0008,0.0016,0.0052,0.0075,0.0021,0.0024,0.0001,0.0007000000000000001
9822,Heaven by Mieko Kawakami,190,"['fiction', 'contemporary', 'literary']",3.79,10837,0,0.0014000000000000002,0.008199999999999999,0.0002,0.0,0.0,0.0075,0.0011,0.0006,0.0,0.0038,0.0078000000000000005,0.005,0.0001,0.0032,0.0001,0.0002,0.0077
9823,Five Little Pigs by Agatha Christie,224,"['fiction', 'classics', 'crime', 'mystery']",3.93,6999,1,0.0032,0.0023,0.0043,0.0002,0.0005,0.0011,0.0,0.0,0.0005,0.0024,0.001,0.0021,0.0015,0.001,0.0002,0.0096,0.002
9824,Five Little Indians by Michelle Good,304,"['fiction', 'literary']",4.45,3356,0,0.0,0.0,0.0,0.0001,0.0,0.0089,0.0028000000000000004,0.0018,0.0,0.0017000000000000001,0.0079,0.0062,0.0004,0.005699999999999999,0.0034999999999999996,0.0,0.0052
9825,A Day of Fallen Night by Samantha Shannon,880,"['fiction', 'fantasy', 'lgbtqia+']",4.5,7559,1,0.0072,0.0012,0.0015,0.0003,0.0001,0.006999999999999999,0.0023,0.0023,0.0001,0.004699999999999999,0.0019,0.0012,0.0097,0.0028000000000000004,0.0001,0.0033,0.0032
9829,Rose Madder by Stephen King,595,"['fiction', 'thriller']",3.61,5518,0,0.0043,0.0046,0.0009,0.0001,0.0,0.004699999999999999,0.0012,0.0005,0.0,0.0085,0.0021,0.0005,0.0015,0.0024,0.0,0.0039000000000000003,0.0096
9830,Mona Lisa Overdrive by William Gibson,320,"['fiction', 'science fiction']",3.86,2320,1,0.0039000000000000003,0.0007000000000000001,0.0053,0.0001,0.0,0.0004,0.0002,0.0,0.0,0.005,0.0004,0.0014000000000000002,0.0072,0.0033,0.0002,0.0054,0.005699999999999999
9831,El Jinete del Dragón by Cornelia Funke,415,"['fiction', 'fantasy', 'middle grade']",3.86,5368,1,0.0040999999999999995,0.0004,0.0054,0.0039000000000000003,0.0058,0.0018,0.0034000000000000002,0.0016,0.0016,0.0005,0.0,0.0002,0.0098,0.0003,0.0001,0.0022,0.0
9835,The Black God's Drums by P. Djèlí Clark,112,"['fiction', 'fantasy', 'science fiction']",4.02,3765,0,0.0046,0.0009,0.0044,0.0012,0.0006,0.0009,0.0014000000000000002,0.0009,0.0,0.0026,0.0,0.0004,0.0096,0.0007000000000000001,0.0003,0.0034999999999999996,0.0027
9836,An Echo of Things to Come by James Islington,745,"['fiction', 'fantasy']",4.14,2938,1,0.0059,0.0008,0.0032,0.0002,0.0,0.0026,0.0005,0.0001,0.0,0.0042,0.0008,0.001,0.0097,0.0026,0.0,0.006,0.0054
9837,The Celebrants by Steven Rowley,320,"['fiction', 'contemporary', 'lgbtqia+']",3.81,3371,0,0.0024,0.006999999999999999,0.0004,0.0059,0.0014000000000000002,0.0089,0.0046,0.0039000000000000003,0.0001,0.0001,0.0049,0.0067,0.0008,0.0008,0.0,0.0,0.0003
9839,Loathe to Love You by Ali Hazelwood,370,"['fiction', 'contemporary', 'romance']",3.85,6839,1,0.003,0.0058,0.0009,0.0079,0.0091,0.0031,0.0024,0.0008,0.0024,0.0002,0.0,0.0003,0.0011,0.0001,0.0003,0.0,0.0
9840,The Seven Moons of Maali Almeida by Shehan Karunatilaka,390,"['fiction', 'historical', 'lgbtqia+', 'literary', 'magical realism']",4.02,6149,0,0.0058,0.0029,0.0011,0.003,0.0001,0.004699999999999999,0.0011,0.0007000000000000001,0.0,0.0028000000000000004,0.0034999999999999996,0.0054,0.0037,0.0054,0.002,0.004699999999999999,0.0076
9841,The Grand Sophy by Georgette Heyer,328,"['fiction', 'historical', 'romance']",4.02,2453,0,0.0040999999999999995,0.0049,0.0009,0.0087,0.0092,0.0007000000000000001,0.0011,0.0002,0.0027,0.0001,0.0,0.0,0.0028000000000000004,0.0,0.0001,0.0,0.0
9844,Where the Crawdads Sing by Delia Owens,370,"['fiction', 'crime', 'historical', 'literary', 'mystery']",4.21,170795,0,0.0048,0.0042,0.0008,0.0002,0.0002,0.0076,0.0022,0.0026,0.0005,0.0024,0.0042,0.0042,0.004,0.0014000000000000002,0.001,0.006999999999999999,0.0023
9846,Open Water by Caleb Azumah Nelson,160,"['fiction', 'contemporary', 'literary']",4.21,17751,0,0.0007000000000000001,0.009000000000000001,0.0001,0.0001,0.0001,0.0091,0.0022,0.0019,0.0003,0.0014000000000000002,0.004699999999999999,0.0084,0.0001,0.003,0.0007000000000000001,0.0001,0.0019
9848,Dawn by Octavia E. Butler,248,"['fiction', 'science fiction']",4.15,8271,1,0.005699999999999999,0.0025,0.0017000000000000001,0.0,0.0,0.0034000000000000002,0.0005,0.0003,0.0,0.0052,0.0015,0.004,0.0045000000000000005,0.0055000000000000005,0.0002,0.0049,0.006500000000000001
9849,Norwegian Wood by Haruki Murakami,296,"['fiction', 'literary', 'romance']",3.86,51935,0,0.0011,0.0086,0.0002,0.0007000000000000001,0.0001,0.0076,0.0007000000000000001,0.0005,0.0006,0.0011,0.0070999999999999995,0.0073,0.0004,0.0017000000000000001,0.0,0.0011,0.0052
9850,Zami: A New Spelling of My Name: A Biomythography by Audre Lorde,272,"['nonfiction', 'feminism', 'lgbtqia+', 'memoir']",4.49,3405,0,0.0,0.0,0.0,0.0005,0.0,0.0084,0.0029,0.0049,0.0002,0.0007000000000000001,0.003,0.0087,0.0009,0.0032,0.0024,0.0,0.0013
9855,Paradise by Toni Morrison,318,"['fiction', 'classics', 'literary']",3.95,2106,1,0.0032,0.0062,0.0004,0.0002,0.0,0.0064,0.0003,0.0007000000000000001,0.0001,0.0039000000000000003,0.0034999999999999996,0.0053,0.0005,0.0069,0.0002,0.004,0.0069
9856,Please Look After Mom by Kyung-sook Shin ,254,"['fiction', 'contemporary']",3.92,3945,0,0.0013,0.008100000000000001,0.0004,0.0,0.0,0.0091,0.0006,0.0008,0.0,0.0012,0.0085,0.0076,0.0,0.0019,0.0002,0.0012,0.0016
9857,"Zero to One: Notes on Startups, or How to Build the Future by Peter Thiel, Blake Masters",210,"['nonfiction', 'business', 'economics', 'technology']",3.9,2998,0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0009,0.0052,0.0002,0.0,0.0,0.0034000000000000002,0.0,0.0014000000000000002,0.009300000000000001,0.0,0.0
9858,Wish You Were Here by Jodi Picoult,319,"['fiction', 'contemporary', 'literary']",3.88,11346,1,0.005,0.0037,0.0012,0.0003,0.0002,0.008199999999999999,0.0032,0.0023,0.0002,0.0015,0.0034000000000000002,0.0070999999999999995,0.0034000000000000002,0.0024,0.0016,0.0012,0.0008
9859,Reboot by Amy Tintera,384,"['fiction', 'science fiction', 'young adult']",3.72,3730,1,0.0063,0.0017000000000000001,0.0019,0.0018,0.0001,0.0025,0.001,0.0005,0.0,0.0043,0.0005,0.0005,0.009300000000000001,0.0011,0.0,0.002,0.005
9861,The Lies of Locke Lamora by Scott Lynch,722,"['fiction', 'fantasy']",4.3,27116,1,0.0060999999999999995,0.0015,0.0023,0.0062,0.0009,0.0033,0.0003,0.0003,0.0001,0.0049,0.0012,0.0002,0.0095,0.001,0.0,0.0045000000000000005,0.0063
9864,An American Marriage by Tayari Jones,308,"['fiction', 'contemporary', 'literary']",3.94,34704,0,0.003,0.0062,0.0006,0.0001,0.0,0.0087,0.0012,0.0004,0.0,0.0033,0.0064,0.0062,0.0,0.0039000000000000003,0.0005,0.0001,0.0023
9866,Covet by Tracy Wolff,692,"['fiction', 'fantasy', 'romance', 'young adult']",4.1,8168,1,0.0066,0.0008,0.0024,0.0039000000000000003,0.0008,0.0074,0.0016,0.0005,0.0002,0.0054,0.0027,0.0004,0.0091,0.0028000000000000004,0.0,0.0034000000000000002,0.0039000000000000003
9867,Time Shelter: A Novel by Georgi Gospodinov,304,"['fiction', 'literary']",3.73,1591,0,0.0046,0.0022,0.0023,0.0014000000000000002,0.0001,0.0021,0.0003,0.0006,0.0001,0.0007000000000000001,0.0019,0.0083,0.001,0.0064,0.0019,0.0038,0.0026
9868,This Savage Song by V.E. Schwab,464,"['fiction', 'fantasy', 'young adult']",4.05,22701,1,0.0062,0.0019,0.0017000000000000001,0.0005,0.0001,0.0032,0.0005,0.0002,0.0,0.0054,0.0011,0.0007000000000000001,0.0077,0.0014000000000000002,0.0,0.0052,0.0083
9869,"This Is How You Lose the Time War by Max Gladstone, Amal El-Mohtar",198,"['fiction', 'lgbtqia+', 'romance', 'science fiction']",4.05,64421,0,0.0018,0.0078000000000000005,0.0002,0.0009,0.0003,0.0070999999999999995,0.0026,0.0012,0.0001,0.0024,0.0015,0.003,0.0062,0.0038,0.0,0.0049,0.0013
9874,He Who Drowned the World by Shelley Parker-Chan,486,"['fiction', 'fantasy', 'historical', 'lgbtqia+']",4.39,2217,1,0.0067,0.0025,0.0007000000000000001,0.0003,0.0,0.0073,0.0012,0.0012,0.0,0.0058,0.0037,0.0021,0.0073,0.0043,0.0003,0.0009,0.0085
9878,Honey & Spice by Bolu Babalola,372,"['fiction', 'contemporary', 'romance']",4.13,7523,0,0.0045000000000000005,0.004699999999999999,0.0007000000000000001,0.008199999999999999,0.0064,0.0064,0.0034999999999999996,0.0023,0.0012,0.0003,0.0002,0.0021,0.0003,0.0004,0.0003,0.0,0.0
9879,Infamous by Lex Croucher,400,"['fiction', 'historical', 'lgbtqia+', 'romance']",3.75,2006,0,0.0045000000000000005,0.0045000000000000005,0.0008,0.0074,0.0060999999999999995,0.0051,0.0024,0.0014000000000000002,0.0005,0.0012,0.0003,0.0012,0.0038,0.0004,0.0,0.0013,0.0007000000000000001
9881,"Alex, Approximately by Jenn Bennett",388,"['fiction', 'contemporary', 'romance', 'young adult']",3.89,9539,0,0.0036,0.0053,0.0009,0.005699999999999999,0.0085,0.0039000000000000003,0.0028000000000000004,0.001,0.0023,0.0005,0.0003,0.0009,0.0022,0.0002,0.0,0.0005,0.0003
9882,The Hurricane Wars by Thea Guanzon,472,"['fiction', 'fantasy', 'romance']",3.73,3462,1,0.0062,0.002,0.0016,0.0018,0.0005,0.0040999999999999995,0.0008,0.0004,0.0001,0.0044,0.0006,0.0004,0.009399999999999999,0.0017000000000000001,0.0001,0.0027,0.0027
9883,The Davenports by Krystal Marquis,379,"['fiction', 'historical', 'romance', 'young adult']",3.73,2038,1,0.0031,0.0060999999999999995,0.0006,0.0021,0.005,0.0051,0.0059,0.0042,0.0011,0.0006,0.0007000000000000001,0.0025,0.0019,0.0008,0.0023,0.0001,0.0
9884,Wolkenkuckucksland by Anthony Doerr,532,"['fiction', 'historical', 'literary', 'science fiction']",4.32,18554,0,0.005699999999999999,0.0032,0.001,0.0005,0.0002,0.0062,0.004699999999999999,0.0037,0.0001,0.0016,0.0023,0.0058,0.0077,0.0028000000000000004,0.0008,0.0034999999999999996,0.0013
9885,Black Sun by Rebecca Roanhorse,454,"['fiction', 'fantasy', 'historical', 'lgbtqia+']",4.25,12820,1,0.0064,0.0012,0.0023,0.0006,0.0,0.0028000000000000004,0.0002,0.0003,0.0,0.0044,0.0008,0.0007000000000000001,0.0092,0.0014000000000000002,0.0001,0.005600000000000001,0.0072
9886,The Sun Also Rises by Ernest Hemingway,216,"['fiction', 'classics', 'literary', 'romance']",3.46,23612,0,0.0017000000000000001,0.0075,0.0005,0.0016,0.0012,0.0033,0.0002,0.0003,0.0012,0.0011,0.0028000000000000004,0.006500000000000001,0.0042,0.0013,0.0003,0.0003,0.0012
9887,Bleak House by Charles Dickens,880,"['fiction', 'classics', 'crime', 'historical', 'literary', 'mystery', 'romance']",3.91,5131,0,0.006,0.0025,0.0013,0.0028000000000000004,0.0005,0.005,0.0018,0.0008,0.0005,0.0017000000000000001,0.0033,0.0033,0.0011,0.0048,0.0006,0.0063,0.0048
9891,The Houseguest: And Other Stories by Amparo Dávila,122,"['fiction', 'short stories']",3.63,2364,0,0.0048,0.0018,0.0024,0.0003,0.0,0.0016,0.0,0.0,0.0,0.0054,0.0015,0.0026,0.0004,0.0015,0.0,0.0079,0.0091
9892,Moominvalley in November by Tove Jansson,206,"['fiction', 'childrens', 'classics', 'fantasy']",4.24,1201,1,0.0015,0.0077,0.0007000000000000001,0.0023,0.0043,0.0044,0.0037,0.0018,0.0037,0.0002,0.0024,0.0069,0.0028000000000000004,0.0001,0.0,0.0021,0.0013
9894,Three Women by Lisa Taddeo,306,"['nonfiction', 'sociology']",3.68,18127,0,0.0,0.0,0.0,0.0002,0.0,0.0079,0.0004,0.001,0.0,0.0022,0.0051,0.0072,0.0002,0.0043,0.0018,0.0001,0.0046
9895,The Picture of Dorian Gray by Oscar Wilde,252,"['fiction', 'classics', 'lgbtqia+', 'literary']",4.08,122664,0,0.0015,0.008100000000000001,0.0002,0.0006,0.0,0.0022,0.0,0.0004,0.0,0.0034999999999999996,0.0014000000000000002,0.006,0.0005,0.0023,0.0002,0.0062,0.009000000000000001
9896,Hamlet by William Shakespeare,190,"['fiction', 'classics', 'play']",3.94,62570,0,0.0046,0.0039000000000000003,0.0013,0.0021,0.0001,0.0042,0.0,0.0003,0.0,0.004699999999999999,0.0029,0.0034000000000000002,0.0017000000000000001,0.0044,0.0001,0.0031,0.008
9898,First Love by Ivan Turgenev,124,"['fiction', 'classics', 'literary', 'short stories']",3.65,1875,0,0.0023,0.006500000000000001,0.001,0.0005,0.0012,0.006,0.0006,0.0003,0.0004,0.0009,0.0034999999999999996,0.006500000000000001,0.0004,0.0003,0.0,0.0015,0.0014000000000000002
9899,A Christmas Carol by Charles Dickens,112,"['fiction', 'classics', 'fantasy']",3.96,53305,1,0.0024,0.0066,0.0008,0.0016,0.0023,0.0048,0.006500000000000001,0.005600000000000001,0.0007000000000000001,0.0005,0.0011,0.0067,0.0016,0.0007000000000000001,0.0002,0.0016,0.002
9900,Lessons in Chemistry by Bonnie Garmus,386,"['fiction', 'historical', 'literary']",4.24,75618,0,0.0040999999999999995,0.0049,0.0008,0.0053,0.0017000000000000001,0.006999999999999999,0.0048,0.0073,0.0003,0.0004,0.0029,0.0034999999999999996,0.0007000000000000001,0.0017000000000000001,0.0027,0.0002,0.0007000000000000001
9901,Ídolo Elétrico + Pôster + Botton + Marca-página: Livro II da Série Dark Olympus by Katee Robert,336,"['fiction', 'erotica', 'fantasy', 'romance']",3.94,17746,1,0.0052,0.0031,0.0015,0.0022,0.0015,0.0060999999999999995,0.0015,0.0002,0.0004,0.004,0.0003,0.0003,0.0032,0.0008,0.0,0.0016,0.0066
9902,Eine ganz dumme Idee by Fredrik Backman,464,"['fiction', 'contemporary', 'literary', 'mystery']",4.27,67908,0,0.0037,0.005600000000000001,0.0005,0.0074,0.0028000000000000004,0.0078000000000000005,0.0062,0.0034999999999999996,0.0005,0.0006,0.0021,0.0055000000000000005,0.0008,0.0007000000000000001,0.0001,0.0026,0.0007000000000000001
9906,The Time Traveler's Wife by Audrey Niffenegger,500,"['fiction', 'literary', 'science fiction']",3.92,64291,0,0.0037,0.005,0.0011,0.0014000000000000002,0.0006,0.0088,0.002,0.0009,0.0003,0.0014000000000000002,0.0062,0.0034999999999999996,0.0039000000000000003,0.0014000000000000002,0.0,0.0026,0.0016
9907,Reading Lolita in Tehran: A Memoir in Books by Azar Nafisi,356,"['nonfiction', 'memoir']",3.67,7334,0,0.0,0.0,0.0,0.0005,0.0001,0.006,0.0024,0.0039000000000000003,0.0,0.0016,0.0034999999999999996,0.0079,0.0005,0.0043,0.0069,0.0001,0.0016
9908,"Beowulf: A Translation and Commentary, together with Sellic Spell by Unknown, J.R.R. Tolkien, Christopher Tolkien",679,"['fiction', 'classics', 'fantasy', 'poetry']",3.38,25520,0,0.0027,0.0013,0.005699999999999999,0.0011,0.0003,0.0011,0.0002,0.0011,0.0,0.0018,0.0005,0.0012,0.0092,0.0038,0.0007000000000000001,0.001,0.0025
9913,Solaris by Stanisław Lem,282,"['fiction', 'classics', 'science fiction']",3.74,7154,0,0.0033,0.0048,0.0015,0.0,0.0,0.0029,0.0001,0.0004,0.0,0.0034999999999999996,0.002,0.0063,0.0029,0.004699999999999999,0.0006,0.008199999999999999,0.0044
9915,Earthlings by Sayaka Murata,247,"['fiction', 'literary', 'magical realism']",3.66,17545,0,0.003,0.0063,0.0005,0.0014000000000000002,0.0001,0.0025,0.0001,0.0,0.0,0.0038,0.0028000000000000004,0.0026,0.0009,0.0046,0.0,0.0025,0.0095
9916,The Push by Ashley Audrain,303,"['fiction', 'contemporary', 'literary', 'mystery', 'thriller']",4.02,32115,0,0.0033,0.005699999999999999,0.0008,0.0,0.0,0.0062,0.0,0.0,0.0,0.0072,0.0048,0.0017000000000000001,0.0001,0.0029,0.0,0.0043,0.009300000000000001
9917,Pandora by Susan Stokes-Chapman,432,"['fiction', 'historical']",3.61,1828,0,0.0052,0.0014000000000000002,0.0032,0.0001,0.0006,0.0027,0.0009,0.0005,0.0002,0.0029,0.0008,0.0007000000000000001,0.006,0.0005,0.0014000000000000002,0.0089,0.003
9922,The Vaster Wilds by Lauren Groff,256,"['fiction', 'historical', 'literary']",3.94,2630,0,0.0021,0.0070999999999999995,0.0005,0.0,0.0,0.004699999999999999,0.0011,0.0012,0.0,0.0037,0.0046,0.006500000000000001,0.0058,0.0043,0.0004,0.0009,0.0066
9925,The Brief Wondrous Life of Oscar Wao by Junot Díaz,339,"['fiction', 'contemporary', 'literary']",3.84,19981,0,0.0028000000000000004,0.006500000000000001,0.0005,0.004,0.0005,0.0068000000000000005,0.0009,0.0009,0.0,0.002,0.005699999999999999,0.0044,0.0018,0.0028000000000000004,0.0019,0.0009,0.0049
9926,Trial of the Sun Queen by Nisha J. Tuli,392,"['fiction', 'fantasy', 'romance']",3.8,3455,1,0.0054,0.001,0.0034000000000000002,0.0011,0.0005,0.0028000000000000004,0.0011,0.0005,0.0001,0.0045000000000000005,0.0006,0.0002,0.0091,0.0021,0.0,0.0054,0.0036
9929,Frankenstein by Mary Shelley,336,"['fiction', 'classics', 'literary', 'science fiction']",3.83,113134,0,0.0034999999999999996,0.0052,0.001,0.0,0.0,0.0043,0.0001,0.0002,0.0,0.0044,0.0043,0.0051,0.003,0.0028000000000000004,0.0002,0.0051,0.009000000000000001
9934,Heart of the Sun Warrior by Sue Lynn Tan,465,"['fiction', 'fantasy']",4.02,6623,1,0.0064,0.0012,0.0022,0.0002,0.0004,0.0079,0.0032,0.002,0.0001,0.0031,0.003,0.002,0.0095,0.0016,0.0,0.0014000000000000002,0.001
9935,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI by David Grann,316,"['nonfiction', 'true crime']",4.15,24411,0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0031,0.0064,0.0023,0.0007000000000000001,0.0028000000000000004,0.0084,0.0049,0.0077
9936,The Fire Next Time by James Baldwin,106,"['nonfiction', 'classics', 'essays', 'memoir', 'race']",4.6,14357,0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0021,0.0039000000000000003,0.0,0.0007000000000000001,0.0014000000000000002,0.0084,0.0,0.0059,0.0063,0.0,0.0009
9939,A Desperate Fortune by Susanna Kearsley,480,"['fiction', 'historical', 'romance']",3.98,1076,1,0.0068000000000000005,0.0018,0.0012,0.0,0.0011,0.006999999999999999,0.0040999999999999995,0.0023,0.0005,0.0017000000000000001,0.0011,0.0023,0.009399999999999999,0.0005,0.0029,0.004699999999999999,0.0
9941,Not the Witch You Wed by April Asher,334,"['fiction', 'fantasy', 'romance']",3.77,2605,1,0.005699999999999999,0.0027,0.0015,0.0078000000000000005,0.0087,0.0024,0.002,0.0005,0.0011,0.0003,0.0,0.0002,0.0024,0.0001,0.0,0.0007000000000000001,0.0001
9947,Betty by Tiffany McDaniel,478,"['fiction', 'historical', 'literary']",4.51,5859,0,0.0023,0.0073,0.0002,0.0003,0.0,0.009000000000000001,0.0025,0.0026,0.0,0.0024,0.008100000000000001,0.005600000000000001,0.0009,0.0051,0.0006,0.0007000000000000001,0.006999999999999999
9948,The Once and Future King by T.H. White,639,"['fiction', 'classics', 'fantasy', 'historical']",3.93,6588,1,0.005,0.0039000000000000003,0.001,0.0042,0.002,0.0039000000000000003,0.0018,0.0025,0.0002,0.0006,0.003,0.0048,0.0091,0.003,0.0004,0.0008,0.002
9951,"Cursed Crowns by Katherine Webber, Catherine Doyle",512,"['fiction', 'fantasy', 'young adult']",4.02,1050,1,0.0068000000000000005,0.001,0.0021,0.0038,0.0019,0.005699999999999999,0.0025,0.0008,0.0003,0.004,0.0016,0.0004,0.0095,0.0021,0.0,0.0038,0.0022
9953,"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys.: A Memoir by Viv Albertine",421,"['nonfiction', 'memoir', 'music']",4.26,1020,0,0.0,0.0,0.0,0.0051,0.0007000000000000001,0.0070999999999999995,0.0023,0.0068000000000000005,0.0004,0.0006,0.0022,0.006999999999999999,0.0029,0.0017000000000000001,0.0031,0.0,0.0023
9955,The Kite Runner by Khaled Hosseini,371,"['fiction', 'historical', 'literary']",4.3,108279,0,0.005,0.0043,0.0005,0.0001,0.0,0.0091,0.0023,0.0023,0.0,0.0037,0.008100000000000001,0.0051,0.0017000000000000001,0.0036,0.0018,0.0001,0.0058
9956,When We Were Birds by Ayanna Lloyd Banwo,304,"['fiction', 'literary', 'magical realism', 'romance']",3.85,1600,0,0.0043,0.005,0.0005,0.0001,0.0,0.0066,0.0025,0.0007000000000000001,0.0001,0.0023,0.0023,0.0045000000000000005,0.0017000000000000001,0.0017000000000000001,0.0001,0.0072,0.004699999999999999
9957,River Sing Me Home by Eleanor Shearer,322,"['fiction', 'historical', 'literary']",4.07,2174,0,0.0053,0.0032,0.0013,0.0,0.0,0.009000000000000001,0.0058,0.0043,0.0,0.0034000000000000002,0.0068000000000000005,0.004,0.0043,0.0039000000000000003,0.0026,0.0001,0.0026
9958,The Master's Tools Will Never Dismantle the Master's House by Audre Lorde,64,"['nonfiction', 'essays', 'feminism', 'politics']",4.53,1967,1,0.0,0.0,0.0,0.0,0.0,0.0023,0.0026,0.0064,0.0,0.0003,0.0001,0.008,0.0,0.0052,0.0076,0.0,0.0003
9960,The Star of Kazan by Eva Ibbotson,384,"['fiction', 'childrens', 'fantasy']",3.99,1165,0,0.0048,0.0018,0.0032,0.0013,0.0052,0.0045000000000000005,0.0040999999999999995,0.0018,0.002,0.0003,0.0003,0.0011,0.0073,0.0001,0.0003,0.005,0.0003
