,pages,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark,author_count,author_stars,Fiction,Nonfiction,Literary,Fantasy,Crime,Social,Children,Romans,Realism
974,344,3.88,4148,0,0.43,0.44999999999999996,0.11,0.45999999999999996,0.64,0.5599999999999999,0.21,0.03,0.16,0.13999999999999999,0.08,0.06999999999999999,0.04,0.04,0.02,0.06,0.12,1,0.0,1,0,0,0,0,0,0,1,1
975,384,4.61,72448,1,0.22,0.73,0.03,0.36,0.48,0.8999999999999999,0.64,0.37,0.13999999999999999,0.06999999999999999,0.33,0.3,0.03,0.15,0.21,0.0,0.1,10,4.283333333333333,1,0,0,0,0,1,1,1,0
976,355,3.76,17375,1,0.56999999999999,0.26,0.15,0.01,0.01,0.40999999999999,0.02,0.01,0.0,0.53,0.21,0.04,0.8,0.16999999999999998,0.0,0.36,0.83,7,3.965,1,0,0,1,0,0,1,0,0
977,304,4.13,1528,0,0.0,0.0,0.0,0.01,0.05,0.0,0.13,0.67,0.0,0.0,0.0,0.40999999999999,0.0,0.06999999999999999,0.97,0.0,0.0,1,0.0,0,1,0,0,0,1,0,0,0
978,432,4.05,42793,0,0.33999999999999997,0.54,0.1,0.21,0.04,0.38999999999999996,0.05,0.1,0.03,0.1,0.25,0.64,0.37,0.56999999999999,0.03,0.44999999999999996,0.27,8,3.7028571428571424,1,0,1,1,0,0,0,0,0
979,839,4.36,17792,1,0.0,0.0,0.0,0.12,0.02,0.21,0.40999999999999,0.65,0.02,0.06,0.03,0.72,0.03,0.3,0.91,0.0,0.02,1,0.0,0,1,0,0,0,1,0,0,1
980,26,4.16,9426,0,0.15,0.53,0.16,0.02,0.0,0.31,0.0,0.03,0.01,0.34999999999999,0.32,0.27,0.02,0.08,0.01,0.6,0.89,5,4.04,1,0,1,0,0,0,0,0,0
981,160,3.83,16941,0,0.37,0.51,0.11,0.03,0.0,0.33,0.03,0.02,0.0,0.65,0.38999999999999996,0.29,0.27,0.15,0.02,0.36,0.9299999999999999,1,0.0,1,0,1,1,0,0,0,0,0
982,448,4.08,6994,0,0.63,0.16999999999999998,0.18,0.02,0.0,0.54,0.02,0.0,0.0,0.8,0.44,0.06999999999999999,0.08,0.29,0.02,0.51,0.95,7,4.003333333333334,1,0,0,0,1,0,0,0,0
983,388,4.16,71882,0,0.26,0.6799999999999999,0.04,0.5499999999999999,0.45999999999999996,0.84,0.5499999999999999,0.19,0.13999999999999999,0.05,0.2,0.42,0.06999999999999999,0.04,0.0,0.0,0.0,6,4.054,1,0,0,0,0,0,0,1,1
984,468,3.93,1953,1,0.40999999999999,0.52,0.05,0.84,0.89,0.24,0.32,0.11,0.32,0.03,0.01,0.03,0.44,0.01,0.0,0.12,0.0,1,0.0,1,0,0,1,0,0,0,1,0
985,224,3.88,28997,1,0.5,0.25,0.22999999999999998,0.04,0.0,0.18,0.02,0.02,0.0,0.37,0.18,0.62,0.45999999999999996,0.27999999999999997,0.02,0.44,0.66,4,3.6100000000000008,1,0,0,1,0,0,0,0,0
986,480,4.38,2462,1,0.72,0.11,0.15,0.01,0.0,0.77,0.04,0.05,0.0,0.6,0.27,0.06999999999999999,0.89,0.24,0.0,0.29,0.66,5,4.175,1,0,0,1,0,1,0,0,0
987,352,3.68,7665,0,0.53,0.32,0.13999999999999999,0.06,0.15,0.67,0.22999999999999998,0.05,0.11,0.06,0.38999999999999996,0.5,0.03,0.06,0.03,0.54,0.11,1,0.0,1,0,1,0,0,0,0,0,0
988,390,4.11,23199,1,0.33999999999999997,0.6,0.05,0.75,0.74,0.66,0.42,0.11,0.13999999999999999,0.03,0.05,0.16999999999999998,0.05,0.01,0.0,0.0,0.0,4,4.123333333333334,1,0,0,0,0,1,0,1,1
989,272,3.46,23607,0,0.16999999999999998,0.75,0.05,0.16,0.12,0.33,0.02,0.03,0.12,0.11,0.27999999999999997,0.65,0.42,0.13,0.03,0.03,0.12,6,3.556,1,0,1,0,0,0,0,1,0
990,258,4.14,10998,0,0.65,0.22999999999999998,0.1,0.0,0.0,0.70999999999999,0.15,0.12,0.0,0.51,0.4,0.33999999999999997,0.34999999999999,0.29,0.22,0.67,0.77,2,4.19,1,0,0,0,1,0,0,0,0
991,290,4.02,7102,0,0.0,0.0,0.0,0.32,0.1,0.44,0.26,0.5599999999999999,0.04,0.01,0.06,0.65,0.2,0.1,0.8500000000000001,0.0,0.05,1,0.0,0,1,0,0,0,0,0,0,1
992,480,3.58,3990,0,0.54,0.21,0.24,0.77,0.29,0.6,0.22999999999999998,0.1,0.0,0.06999999999999999,0.22,0.34999999999999,0.83,0.04,0.01,0.2,0.3,4,3.956666666666667,1,0,0,1,0,0,1,0,0
993,752,4.14,2938,1,0.59,0.08,0.32,0.02,0.0,0.26,0.05,0.01,0.0,0.42,0.08,0.1,0.97,0.26,0.0,0.6,0.54,3,4.32,1,0,0,1,0,0,0,0,0
994,309,3.89,6801,1,0.38,0.48,0.12,0.09,0.0,0.45999999999999996,0.05,0.05,0.03,0.32,0.37,0.5499999999999999,0.84,0.3,0.01,0.06999999999999999,0.44999999999999996,7,3.873333333333333,1,0,1,0,0,0,0,0,0
995,376,3.6,2108,0,0.29,0.65,0.04,0.11,0.01,0.16999999999999998,0.0,0.0,0.0,0.6999999999999901,0.11,0.09,0.03,0.16,0.0,0.53,0.93999999999999,1,0.0,1,0,0,0,1,0,0,0,0
996,352,2.93,4597,0,0.19,0.76,0.04,0.25,0.26,0.65,0.22,0.04,0.03,0.08,0.29,0.38,0.31,0.06,0.0,0.02,0.12,1,0.0,1,0,0,0,0,0,0,0,1
997,362,4.31,5804,1,0.56999999999999,0.1,0.31,0.88,0.33999999999999997,0.22,0.21,0.16,0.02,0.12,0.0,0.16999999999999998,0.89,0.04,0.0,0.44999999999999996,0.15,27,4.089615384615384,1,0,0,1,1,0,0,0,0
998,214,3.75,1139,1,0.29,0.6799999999999999,0.01,0.53,0.79,0.26,0.25,0.01,0.06999999999999999,0.1,0.02,0.06,0.73,0.03,0.0,0.0,0.01,4,3.69,1,0,0,1,0,0,0,1,0
999,287,4.21,13140,0,0.49,0.06999999999999999,0.33999999999999997,0.05,0.02,0.26,0.09,0.22999999999999998,0.01,0.1,0.06999999999999999,0.81999999999999,0.33999999999999997,0.6,0.25,0.38,0.21,2,4.29,1,0,1,1,0,0,0,0,0
1000,435,4.13,75954,1,0.52,0.3,0.16,0.06,0.01,0.70999999999999,0.06999999999999999,0.06,0.0,0.46999999999999,0.46999999999999,0.06,0.9299999999999999,0.22999999999999998,0.03,0.29,0.52,18,4.267647058823529,1,0,0,1,0,0,1,0,0
1001,400,4.22,23104,0,0.27,0.67,0.04,0.22999999999999998,0.37,0.64,0.76,0.72,0.1,0.01,0.03,0.32,0.09,0.06999999999999999,0.03,0.0,0.0,4,4.153333333333333,1,0,0,0,0,0,1,0,1
1002,576,4.62,1660,0,0.6799999999999999,0.15,0.15,0.0,0.0,0.8,0.18,0.1,0.0,0.81999999999999,0.67,0.2,0.16,0.52,0.19,0.27999999999999997,0.93999999999999,3,4.025,1,0,1,0,0,0,0,0,0
1003,488,4.41,26189,1,0.6999999999999901,0.08,0.2,0.06,0.0,0.75,0.24,0.26,0.0,0.54,0.32,0.29,0.44,0.32,0.36,0.70999999999999,0.5,3,4.425000000000001,1,0,0,0,1,0,1,0,1
1004,211,3.93,1150,0,0.16,0.8099999999999999,0.01,0.25,0.02,0.8,0.18,0.08,0.0,0.16,0.49,0.64,0.05,0.33,0.06999999999999999,0.0,0.18,1,0.0,1,0,1,0,0,0,0,0,1
1005,373,4.18,8122,1,0.6,0.12,0.27,0.2,0.06999999999999999,0.49,0.09,0.06,0.02,0.33,0.09,0.04,0.81999999999999,0.08,0.04,0.86,0.33999999999999997,4,3.783333333333333,1,0,0,1,0,1,1,0,0
1006,374,4.06,24698,0,0.62,0.2,0.16,0.03,0.05,0.54,0.40999999999999,0.26,0.01,0.18,0.11,0.16999999999999998,0.95,0.08,0.0,0.63,0.13,6,4.016,1,0,1,1,0,0,0,0,0
1007,432,4.15,1731,0,0.0,0.0,0.0,0.06999999999999999,0.03,0.9199999999999999,0.19,0.42,0.01,0.06,0.81999999999999,0.73,0.02,0.18,0.13999999999999999,0.04,0.18,16,3.866,0,1,0,0,0,0,0,0,1
1008,416,4.07,3325,1,0.56999999999999,0.13999999999999999,0.27,0.7799999999999999,0.22,0.11,0.04,0.02,0.01,0.2,0.03,0.02,0.97,0.06,0.0,0.22,0.5499999999999999,2,3.54,1,0,0,1,0,0,0,0,0
1009,662,4.41,58734,1,0.44,0.42,0.12,0.22999999999999998,0.06,0.31,0.08,0.13,0.03,0.22999999999999998,0.12,0.18,0.97,0.15,0.0,0.59,0.34999999999999,3,4.255,1,0,0,1,0,0,0,0,0
1010,138,4.17,12005,0,0.0,0.0,0.0,0.1,0.11,0.27999999999999997,0.5,0.76,0.03,0.0,0.0,0.73,0.0,0.24,0.75,0.0,0.0,5,4.165000000000001,0,1,0,0,0,1,0,0,0
1011,301,4.63,4464,0,0.16,0.8099999999999999,0.01,0.04,0.0,0.89,0.48,0.49,0.0,0.32,0.66,0.74,0.05,0.60999999999999,0.36,0.0,0.49,1,0.0,1,0,1,0,0,1,0,0,0
1012,318,3.89,14191,0,0.3,0.63,0.05,0.08,0.02,0.74,0.24,0.1,0.02,0.38999999999999996,0.45999999999999996,0.56999999999999,0.09,0.15,0.02,0.09,0.18,6,4.029999999999999,1,0,1,0,0,0,0,0,1
1013,416,4.1,21285,0,0.5,0.3,0.18,0.05,0.01,0.37,0.06,0.01,0.0,0.64,0.13,0.16999999999999998,0.18,0.15,0.01,0.72,0.6999999999999901,5,3.9775000000000005,1,0,0,1,1,0,0,1,0
1014,352,4.32,7006,0,0.2,0.77,0.02,0.45999999999999996,0.11,0.9299999999999999,0.43,0.49,0.02,0.0,0.70999999999999,0.58,0.08,0.08,0.0,0.0,0.02,1,0.0,1,0,0,0,0,0,0,0,1
1015,240,3.87,35184,0,0.31,0.60999999999999,0.06,0.13,0.0,0.12,0.01,0.0,0.0,0.46999999999999,0.13,0.38999999999999996,0.09,0.5499999999999999,0.0,0.09,0.95,1,0.0,1,0,1,1,0,0,0,0,0
1016,272,3.69,3840,0,0.62,0.21,0.15,0.2,0.0,0.54,0.04,0.02,0.0,0.73,0.38,0.1,0.4,0.48,0.01,0.03,0.96,1,0.0,1,0,0,0,0,1,0,0,0
1017,293,4.0,7514,0,0.2,0.76,0.02,0.02,0.04,0.91,0.49,0.15,0.04,0.1,0.45999999999999996,0.65,0.04,0.16,0.0,0.06,0.26,5,3.9574999999999996,1,0,1,0,0,1,0,0,0
1018,256,3.89,1671,0,0.0,0.0,0.0,0.83,0.51,0.31,0.27,0.18,0.02,0.0,0.0,0.76,0.01,0.03,0.42,0.0,0.0,1,0.0,0,1,1,0,0,1,0,0,1
1019,385,4.01,7779,0,0.56999999999999,0.3,0.11,0.09,0.02,0.62,0.21,0.13,0.0,0.19,0.18,0.3,0.67,0.1,0.0,0.81999999999999,0.27999999999999997,2,3.6899999999999995,1,0,0,1,0,0,0,0,1
1020,272,4.04,4999,0,0.0,0.0,0.0,0.19,0.02,0.7799999999999999,0.6,0.65,0.01,0.05,0.24,0.76,0.01,0.25,0.15,0.0,0.1,1,0.0,0,1,0,0,0,1,0,0,1
1021,432,4.26,6627,0,0.56999999999999,0.29,0.13,0.05,0.0,0.58,0.11,0.38,0.0,0.60999999999999,0.25,0.16,0.72,0.22999999999999998,0.43,0.22,0.45999999999999996,3,4.239999999999999,1,0,1,0,0,0,0,0,0
1022,427,4.51,2786,0,0.65,0.15,0.18,0.02,0.0,0.74,0.18,0.34999999999999,0.01,0.44,0.29,0.31,0.32,0.26,0.37,0.62,0.27999999999999997,2,4.380000000000001,1,0,1,0,1,0,0,0,0
1023,391,3.93,1127,1,0.63,0.2,0.15,0.46999999999999,0.2,0.31,0.15,0.06,0.04,0.11,0.02,0.05,0.95,0.04,0.0,0.60999999999999,0.16999999999999998,2,3.7900000000000005,1,0,1,1,0,0,0,0,0
1024,158,3.68,1018,0,0.26,0.66,0.03,0.01,0.0,0.09,0.0,0.02,0.01,0.32,0.04,0.5599999999999999,0.03,0.63,0.0,0.8099999999999999,0.6,2,3.68,1,0,0,0,0,1,0,0,0
1025,288,3.86,12069,0,0.06999999999999999,0.8999999999999999,0.01,0.09,0.03,0.66,0.19,0.09,0.02,0.12,0.36,0.75,0.02,0.22999999999999998,0.19,0.05,0.4,1,0.0,1,0,1,0,0,0,0,0,1
1026,336,3.65,6326,1,0.52,0.27999999999999997,0.18,0.22,0.02,0.19,0.04,0.01,0.0,0.56999999999999,0.09,0.3,0.54,0.18,0.1,0.29,0.37,3,3.635,1,0,1,0,1,0,0,0,0
1027,169,3.73,7859,1,0.15,0.79,0.04,0.15,0.60999999999999,0.52,0.54,0.32,0.44999999999999996,0.0,0.08,0.60999999999999,0.04,0.01,0.02,0.02,0.0,1,0.0,1,0,0,0,0,0,0,0,1
1028,400,4.1,4761,0,0.65,0.13999999999999999,0.19,0.24,0.01,0.37,0.13999999999999999,0.09,0.01,0.34999999999999,0.06999999999999999,0.09,0.88,0.12,0.0,0.62,0.6999999999999901,4,3.9299999999999997,1,0,0,1,0,0,1,0,0
1029,337,3.52,6217,0,0.4,0.49,0.1,0.03,0.01,0.59,0.06999999999999999,0.06999999999999999,0.0,0.06999999999999999,0.27999999999999997,0.60999999999999,0.31,0.27999999999999997,0.02,0.6999999999999901,0.38,1,0.0,1,0,1,0,0,0,0,0,0
1030,567,4.02,6842,0,0.22999999999999998,0.73,0.02,0.18,0.01,0.44999999999999996,0.02,0.05,0.02,0.33,0.33999999999999997,0.72,0.05,0.56999999999999,0.03,0.2,0.6,13,4.0249999999999995,1,0,1,0,0,0,0,0,0
1031,150,3.94,13864,0,0.16,0.79,0.03,0.06999999999999999,0.09,0.83,0.46999999999999,0.21,0.11,0.03,0.67,0.76,0.01,0.06999999999999999,0.0,0.1,0.15,3,3.8100000000000005,1,0,1,0,0,1,0,0,0
1032,217,3.78,3154,0,0.09,0.88,0.02,0.34999999999999,0.11,0.7799999999999999,0.12,0.06999999999999999,0.03,0.03,0.45999999999999996,0.7799999999999999,0.05,0.09,0.03,0.01,0.13,2,3.78,1,0,1,0,0,1,0,0,1
1033,412,4.16,21274,0,0.51,0.16999999999999998,0.3,0.75,0.12,0.11,0.05,0.06,0.01,0.09,0.04,0.31,0.5599999999999999,0.34999999999999,0.03,0.6999999999999901,0.44999999999999996,1,0.0,1,0,1,1,0,0,0,0,0
1034,299,3.57,1278,0,0.33999999999999997,0.44,0.15,0.45999999999999996,0.08,0.11,0.04,0.04,0.02,0.16999999999999998,0.11,0.44,0.16,0.22,0.02,0.70999999999999,0.49,1,0.0,1,0,1,1,0,0,0,0,0
1035,254,4.7,5011,1,0.0,0.0,0.0,0.98,0.76,0.11,0.09,0.06999999999999999,0.21,0.0,0.01,0.13,0.29,0.01,0.01,0.0,0.0,1,0.0,1,1,0,0,0,0,0,0,0
1036,260,3.33,1960,0,0.09,0.84,0.03,0.29,0.75,0.26,0.2,0.03,0.38,0.0,0.06,0.5599999999999999,0.01,0.0,0.0,0.05,0.0,4,3.59,1,0,0,0,0,0,0,0,1
1037,121,3.58,2747,0,0.27,0.5,0.13,0.6,0.67,0.06,0.05,0.04,0.21,0.0,0.01,0.21,0.22999999999999998,0.05,0.0,0.5599999999999999,0.12,4,3.5066666666666664,1,0,1,0,0,0,0,0,1
1038,570,4.53,50657,1,0.6999999999999901,0.16,0.12,0.27,0.06999999999999999,0.89,0.24,0.11,0.02,0.33999999999999997,0.52,0.1,0.86,0.16999999999999998,0.0,0.33,0.32,14,4.1207692307692305,1,0,1,1,0,0,1,0,0
1039,409,4.12,64345,1,0.6,0.24,0.13999999999999999,0.37,0.11,0.37,0.09,0.06999999999999999,0.04,0.25,0.08,0.06999999999999999,0.91,0.06999999999999999,0.01,0.83,0.34999999999999,10,3.998888888888889,1,0,0,1,0,0,1,1,0
1040,336,3.97,241470,0,0.29,0.62,0.06,0.36,0.11,0.9199999999999999,0.29,0.33,0.03,0.06999999999999999,0.86,0.33,0.06999999999999999,0.12,0.04,0.0,0.12,8,3.788571428571429,1,0,0,0,0,0,1,1,1
1041,128,4.59,6110,0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22999999999999998,0.0,0.03,0.11,0.5599999999999999,0.0,0.54,0.97,0.0,0.09,3,4.535,0,1,0,0,0,1,0,0,0
1042,358,3.81,12606,0,0.5599999999999999,0.15,0.27,0.02,0.0,0.26,0.01,0.0,0.0,0.81999999999999,0.33999999999999997,0.03,0.3,0.27,0.01,0.33999999999999997,0.98,1,0.0,1,0,0,1,1,0,0,0,0
1043,384,4.05,9211,0,0.49,0.45999999999999996,0.04,0.22999999999999998,0.03,0.8,0.32,0.26,0.0,0.22,0.18,0.58,0.12,0.27999999999999997,0.40999999999999,0.08,0.13,1,0.0,1,0,0,0,0,1,0,0,1
1044,136,3.97,4326,0,0.52,0.08,0.38999999999999996,0.06999999999999999,0.03,0.56999999999999,0.18,0.02,0.0,0.29,0.15,0.06999999999999999,0.53,0.05,0.0,0.8099999999999999,0.54,3,3.8649999999999993,1,0,1,1,0,1,0,0,0
1045,159,3.83,1150,0,0.13,0.73,0.06,0.0,0.0,0.2,0.0,0.0,0.0,0.38999999999999996,0.27,0.36,0.02,0.63,0.0,0.53,0.93999999999999,1,0.0,1,0,1,0,0,0,0,0,0
1046,336,3.7,1976,0,0.32,0.6,0.06,0.02,0.0,0.77,0.24,0.16,0.0,0.16999999999999998,0.4,0.64,0.3,0.16999999999999998,0.13999999999999999,0.15,0.2,2,4.21,1,0,1,0,0,0,0,0,0
1047,168,3.86,19626,0,0.0,0.0,0.0,0.2,0.02,0.64,0.09,0.09,0.02,0.13999999999999999,0.38999999999999996,0.72,0.02,0.24,0.32,0.02,0.66,1,0.0,0,1,0,0,0,1,0,0,1
1048,296,4.23,3317,0,0.0,0.0,0.0,0.08,0.06,0.7799999999999999,0.63,0.67,0.05,0.01,0.18,0.84,0.01,0.15,0.5,0.0,0.02,1,0.0,0,1,1,0,0,0,0,0,0
1049,418,4.12,7893,1,0.62,0.22999999999999998,0.13,0.2,0.03,0.46999999999999,0.01,0.0,0.0,0.5599999999999999,0.05,0.01,0.32,0.16,0.0,0.5499999999999999,0.84,2,4.46,1,0,0,0,0,0,0,1,1
1050,52,4.38,49848,0,0.0,0.0,0.0,0.04,0.03,0.12,0.29,0.67,0.01,0.0,0.02,0.69,0.0,0.16,0.7799999999999999,0.0,0.0,8,4.214285714285714,0,1,1,0,0,1,0,0,0
1051,410,3.95,3043,1,0.53,0.36,0.1,0.16,0.38999999999999996,0.73,0.36,0.12,0.06,0.13,0.05,0.04,0.51,0.06,0.0,0.03,0.05,2,3.6100000000000003,1,0,1,0,0,0,0,1,0
1052,300,3.55,4474,1,0.52,0.16999999999999998,0.29,0.05,0.01,0.27999999999999997,0.03,0.01,0.01,0.44,0.09,0.02,0.76,0.16999999999999998,0.0,0.52,0.8,1,0.0,1,0,0,1,0,0,0,1,0
1053,368,3.61,2438,1,0.60999999999999,0.13,0.25,0.26,0.34999999999999,0.52,0.12,0.02,0.05,0.2,0.02,0.0,0.67,0.1,0.0,0.13,0.12,2,3.9500000000000006,1,0,1,0,0,0,0,1,0
1054,320,3.93,3284,1,0.60999999999999,0.24,0.13,0.25,0.33999999999999997,0.74,0.29,0.1,0.05,0.1,0.05,0.03,0.36,0.02,0.0,0.46999999999999,0.15,1,0.0,1,0,1,0,0,0,0,1,0
1055,504,4.62,2472,1,0.62,0.19,0.16,0.64,0.12,0.52,0.29,0.13999999999999999,0.04,0.38,0.12,0.13999999999999999,0.97,0.12,0.0,0.15,0.46999999999999,7,4.278333333333333,1,1,0,1,0,0,0,0,0
1056,359,4.28,65276,1,0.16,0.79,0.02,0.43,0.34999999999999,0.8099999999999999,0.65,0.75,0.06999999999999999,0.02,0.27999999999999997,0.42,0.06999999999999999,0.13,0.1,0.0,0.01,2,4.489999999999999,1,0,0,0,0,0,1,0,1
1057,192,4.26,2599,1,0.6,0.1,0.29,0.21,0.06999999999999999,0.33,0.08,0.05,0.02,0.42,0.12,0.01,0.91,0.15,0.01,0.33999999999999997,0.69,3,4.45,1,1,0,1,0,0,0,0,0
1058,384,4.24,21080,1,0.33999999999999997,0.5599999999999999,0.08,0.62,0.38999999999999996,0.6,0.13999999999999999,0.05,0.12,0.13,0.13999999999999999,0.08,0.33999999999999997,0.06,0.02,0.16999999999999998,0.38,3,4.485,1,0,0,1,0,0,0,1,0
1059,300,3.84,34723,1,0.33,0.59,0.06999999999999999,0.45999999999999996,0.72,0.6999999999999901,0.45999999999999996,0.25,0.1,0.03,0.06999999999999999,0.12,0.05,0.04,0.06,0.0,0.0,3,3.9799999999999995,1,0,0,0,0,0,0,1,1
1060,283,3.6,3140,0,0.16999999999999998,0.73,0.06999999999999999,0.73,0.9199999999999999,0.25,0.25,0.06,0.2,0.01,0.0,0.05,0.04,0.01,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,1,1
1061,400,4.12,3148,0,0.56999999999999,0.27,0.13999999999999999,0.0,0.01,0.69,0.26,0.16,0.02,0.21,0.27,0.25,0.1,0.1,0.09,0.7799999999999999,0.29,1,0.0,1,0,1,0,1,0,0,0,0
1062,470,3.45,27899,0,0.24,0.6799999999999999,0.05,0.09,0.03,0.58,0.08,0.01,0.01,0.53,0.16999999999999998,0.08,0.26,0.22999999999999998,0.0,0.26,0.75,9,3.8024999999999998,1,0,0,0,0,0,0,1,1
1063,618,3.94,20345,1,0.63,0.08,0.27,0.25,0.03,0.65,0.12,0.05,0.01,0.58,0.15,0.03,0.9199999999999999,0.26,0.02,0.34999999999999,0.59,13,4.0616666666666665,1,0,0,1,0,0,0,1,0
1064,640,3.96,3637,1,0.59,0.22999999999999998,0.15,0.12,0.02,0.8099999999999999,0.21,0.06999999999999999,0.0,0.62,0.27,0.06999999999999999,0.65,0.27999999999999997,0.02,0.2,0.67,13,4.06,1,0,0,1,0,0,0,1,0
1065,238,3.5,6610,0,0.2,0.75,0.03,0.18,0.0,0.29,0.0,0.0,0.0,0.33,0.11,0.59,0.03,0.36,0.01,0.16999999999999998,0.73,1,0.0,1,0,1,0,0,0,0,0,1
1066,288,3.84,11217,1,0.24,0.06,0.6799999999999999,0.29,0.27999999999999997,0.01,0.0,0.0,0.13,0.11,0.0,0.05,0.24,0.05,0.01,0.96,0.06,42,3.7643902439024393,1,0,1,0,1,0,0,0,0
1067,416,3.81,4032,1,0.38999999999999996,0.04,0.5599999999999999,0.42,0.33,0.06999999999999999,0.06,0.02,0.01,0.16,0.0,0.0,0.97,0.02,0.0,0.64,0.12,5,3.9025000000000003,1,0,1,1,0,0,1,0,0
1068,346,3.49,3352,0,0.46999999999999,0.18,0.33999999999999997,0.15,0.02,0.16999999999999998,0.01,0.01,0.0,0.5499999999999999,0.04,0.19,0.06,0.11,0.0,0.8099999999999999,0.53,2,3.5600000000000005,1,0,0,0,1,0,0,0,1
1069,89,4.18,10812,0,0.0,0.0,0.0,0.02,0.0,0.86,0.11,0.18,0.04,0.1,0.5,0.8099999999999999,0.01,0.27999999999999997,0.02,0.06,0.36,3,4.075,0,1,1,0,0,1,0,0,0
1070,272,3.6,19971,0,0.06999999999999999,0.8999999999999999,0.01,0.02,0.02,0.60999999999999,0.06999999999999999,0.16,0.03,0.12,0.44999999999999996,0.83,0.05,0.22999999999999998,0.02,0.05,0.27999999999999997,2,4.01,1,0,1,0,0,0,0,0,0
1071,46,4.0,7130,0,0.0,0.0,0.0,0.13999999999999999,0.02,0.49,0.09,0.22999999999999998,0.02,0.15,0.19,0.70999999999999,0.09,0.44,0.06,0.06999999999999999,0.44999999999999996,2,4.0,0,0,1,0,0,0,0,0,0
1072,476,4.37,59066,1,0.5,0.04,0.44,0.11,0.04,0.37,0.27,0.22999999999999998,0.04,0.36,0.08,0.08,0.98999999999999,0.22,0.01,0.21,0.43,13,4.219166666666667,1,0,1,1,0,0,0,0,0
1073,253,3.57,2295,1,0.26,0.06999999999999999,0.65,0.08,0.12,0.05,0.0,0.0,0.05,0.29,0.01,0.02,0.37,0.06,0.01,0.93999999999999,0.26,42,3.770975609756098,1,0,1,0,1,0,0,0,0
1074,384,4.06,25158,1,0.49,0.06,0.44,0.83,0.42,0.05,0.04,0.01,0.03,0.22999999999999998,0.0,0.01,0.53,0.02,0.0,0.81999999999999,0.13,1,0.0,1,0,0,0,1,0,0,0,0
1075,389,3.88,9361,0,0.51,0.18,0.3,0.0,0.0,0.6,0.01,0.01,0.0,0.73,0.45999999999999996,0.09,0.06,0.16,0.0,0.6999999999999901,0.83,3,3.7600000000000002,1,0,0,0,1,0,0,0,0
1076,217,3.51,16490,1,0.21,0.65,0.1,0.88,0.69,0.02,0.01,0.03,0.27,0.02,0.01,0.03,0.15,0.02,0.0,0.0,0.01,1,0.0,1,0,0,0,0,0,1,0,1
1077,307,4.09,20687,1,0.45999999999999996,0.13,0.38999999999999996,0.02,0.0,0.13,0.02,0.0,0.0,0.75,0.04,0.01,0.16,0.11,0.0,0.89,0.70999999999999,10,3.861111111111111,1,0,0,0,1,0,0,0,0
1078,336,3.83,2245,1,0.62,0.22,0.13999999999999999,0.09,0.06,0.60999999999999,0.11,0.01,0.02,0.53,0.03,0.03,0.38999999999999996,0.11,0.0,0.33999999999999997,0.65,18,3.6041176470588234,1,0,0,1,0,1,0,1,0
1079,734,4.17,1250,1,0.52,0.32,0.13999999999999999,0.06999999999999999,0.04,0.26,0.04,0.09,0.02,0.52,0.13999999999999999,0.13999999999999999,0.95,0.22999999999999998,0.13999999999999999,0.11,0.19,2,4.049999999999999,1,0,1,0,0,0,0,0,0
1080,203,4.29,12633,1,0.56999999999999,0.16999999999999998,0.24,0.02,0.01,0.6999999999999901,0.36,0.18,0.0,0.33,0.24,0.48,0.32,0.38999999999999996,0.04,0.34999999999999,0.60999999999999,6,4.158,1,0,0,1,0,1,1,0,0
1081,176,4.37,10306,1,0.44,0.37,0.16999999999999998,0.04,0.09,0.22999999999999998,0.2,0.21,0.05,0.27999999999999997,0.02,0.37,0.63,0.1,0.03,0.49,0.08,33,4.33875,1,0,0,1,0,0,0,0,0
1082,390,3.33,3290,1,0.21,0.69,0.06999999999999999,0.18,0.04,0.48,0.09,0.0,0.01,0.40999999999999,0.1,0.02,0.06999999999999999,0.16,0.0,0.12,0.91,1,0.0,1,1,0,0,0,0,0,1,0
1083,448,4.23,49685,0,0.45999999999999996,0.38,0.13999999999999999,0.0,0.0,0.32,0.0,0.0,0.01,0.67,0.12,0.22,0.08,0.11,0.0,0.91,0.8500000000000001,6,3.85,1,0,1,0,1,0,0,1,0
1084,730,4.26,1709,1,0.63,0.27,0.08,0.16,0.0,0.73,0.13999999999999999,0.08,0.0,0.44,0.29,0.09,0.8999999999999999,0.27,0.01,0.56999999999999,0.59,1,0.0,1,0,0,1,0,0,0,0,0
1085,368,4.41,10023,1,0.6999999999999901,0.16,0.13,0.05,0.03,0.56999999999999,0.34999999999999,0.33999999999999997,0.0,0.26,0.06999999999999999,0.13999999999999999,0.96,0.16999999999999998,0.01,0.34999999999999,0.15,1,0.0,1,0,0,1,0,0,1,0,0
1086,344,4.35,20248,0,0.53,0.24,0.2,0.0,0.0,0.86,0.21,0.21,0.0,0.38999999999999996,0.86,0.26,0.09,0.36,0.37,0.02,0.69,4,4.336666666666667,1,0,1,0,0,0,1,0,0
