,pages,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark,Literature and Art,Fiction,Science,Crime,Psychology,Social,Children,Romans,Biography,Entertainment
5814,448,3.28,2611,0,0.53,0.2,0.25,0.08,0.22,0.40999999999999,0.26,0.24,0.02,0.1,0.03,0.1399999999999999,0.77,0.08,0.03,0.3,0.03,0,1,0,0,0,0,1,0,0,0
2251,496,4.36,51150,0,0.3399999999999999,0.59,0.06,0.01,0.0,0.88,0.2299999999999999,0.24,0.01,0.13,0.6799999999999999,0.6999999999999901,0.12,0.29,0.37,0.01,0.2,1,1,1,0,0,0,0,0,0,0
810,413,4.08,1088,0,0.31,0.64,0.03,0.03,0.0,0.7799999999999999,0.13,0.04,0.01,0.3,0.42,0.62,0.13,0.36,0.16,0.21,0.11,0,1,1,0,0,0,0,0,0,0
4357,121,4.01,13699,1,0.36,0.43,0.18,0.02,0.05,0.48,0.13,0.1399999999999999,0.0699999999999999,0.06,0.16,0.60999999999999,0.42,0.11,0.02,0.53,0.13,0,1,0,0,0,1,0,0,0,0
6598,145,4.33,17049,1,0.34999999999999,0.44,0.1699999999999999,0.74,0.93,0.08,0.2799999999999999,0.15,0.48,0.0,0.01,0.11,0.52,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0
595,304,4.21,5341,0,0.36,0.6,0.03,0.67,0.16,0.81999999999999,0.3,0.06,0.02,0.1,0.18,0.67,0.04,0.09,0.01,0.02,0.09,1,1,0,0,0,1,0,0,0,0
1241,656,4.28,2420,0,0.38,0.58,0.02,0.27,0.01,0.79,0.05,0.01,0.0,0.58,0.49,0.53,0.09,0.37,0.01,0.18,0.65,1,1,0,0,0,0,0,0,0,0
3554,260,4.03,1009,0,0.0,0.0,0.0,0.42,0.05,0.77,0.75,0.8699999999999999,0.0,0.02,0.12,0.67,0.05,0.2,0.62,0.0,0.0,0,0,1,0,0,0,0,0,1,0
6789,128,3.52,3299,0,0.21,0.0699999999999999,0.70999999999999,0.04,0.02,0.04,0.01,0.01,0.0,0.52,0.01,0.01,0.32,0.03,0.0,0.66,0.83,0,1,0,0,0,0,0,0,0,0
5963,272,3.76,1032,0,0.0,0.0,0.0,0.43,0.37,0.3399999999999999,0.37,0.53,0.15,0.0,0.0,0.8699999999999999,0.03,0.06,0.4599999999999999,0.0,0.03,0,0,1,0,0,1,0,0,1,0
569,409,3.67,47130,1,0.3399999999999999,0.54,0.09,0.1399999999999999,0.16,0.4499999999999999,0.11,0.04,0.05,0.25,0.02,0.04,0.5,0.1,0.0,0.37,0.58,0,1,0,0,0,0,0,1,0,0
5010,608,3.97,4522,1,0.48,0.0699999999999999,0.44,0.08,0.01,0.15,0.02,0.03,0.0,0.64,0.04,0.01,0.89,0.11,0.0,0.43,0.64,0,1,0,0,0,0,0,0,0,0
2131,467,3.92,1466,0,0.37,0.52,0.09,0.02,0.09,0.69,0.2799999999999999,0.15,0.05,0.12,0.4599999999999999,0.32,0.5499999999999999,0.11,0.0,0.60999999999999,0.36,0,1,1,0,0,0,0,0,0,0
5591,378,3.94,2190,0,0.62,0.2299999999999999,0.1399999999999999,0.04,0.0,0.27,0.01,0.01,0.0,0.3399999999999999,0.2,0.22,0.3,0.38,0.01,0.89,0.89,1,1,0,0,0,0,0,0,0,0
1113,64,4.06,34837,0,0.09,0.84,0.04,0.01,0.0,0.29,0.0,0.01,0.0,0.44,0.3,0.37,0.01,0.1699999999999999,0.03,0.5499999999999999,0.86,1,1,0,0,0,0,0,0,0,0
2566,325,3.85,17846,1,0.37,0.49,0.12,0.0,0.0,0.6999999999999901,0.05,0.06,0.0,0.3399999999999999,0.64,0.40999999999999,0.21,0.31,0.11,0.02,0.74,1,1,1,0,0,0,0,0,0,0
1745,388,3.88,3655,0,0.52,0.21,0.25,0.77,0.27,0.04,0.03,0.01,0.01,0.18,0.01,0.05,0.46999999999999,0.06,0.11,0.66,0.6,0,1,0,1,0,0,0,0,0,0
369,384,3.93,3358,0,0.62,0.2,0.1699999999999999,0.2,0.02,0.49,0.09,0.04,0.0,0.4,0.08,0.18,0.63,0.1399999999999999,0.03,0.66,0.53,0,1,0,0,0,1,0,0,0,0
6123,498,3.9,8830,1,0.48,0.06,0.44,0.02,0.0,0.15,0.01,0.01,0.0,0.59,0.16,0.1,0.46999999999999,0.24,0.18,0.8699999999999999,0.91,0,1,1,1,0,0,0,0,0,0
34,350,4.16,1458,0,0.27,0.6799999999999999,0.03,0.73,0.81999999999999,0.69,0.44,0.12,0.11,0.0,0.04,0.0699999999999999,0.03,0.01,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,1
2256,298,3.55,2521,0,0.52,0.16,0.31,0.8699999999999999,0.64,0.0699999999999999,0.1,0.01,0.05,0.1399999999999999,0.01,0.02,0.2799999999999999,0.01,0.0,0.59,0.06,0,1,0,0,0,0,0,0,0,0
6070,245,3.56,5824,0,0.40999999999999,0.18,0.3899999999999999,0.01,0.0,0.15,0.0,0.0,0.0,0.75,0.05,0.01,0.19,0.13,0.05,0.75,0.92,0,1,0,1,0,0,0,0,0,0
6256,412,3.81,1051,0,0.46999999999999,0.11,0.4,0.0,0.0,0.3,0.05,0.0,0.0,0.8699999999999999,0.16,0.02,0.11,0.25,0.02,0.58,0.8699999999999999,0,1,0,1,0,0,0,0,0,0
1605,416,4.12,13552,1,0.34999999999999,0.58,0.05,0.69,0.5,0.75,0.43,0.31,0.15,0.03,0.26,0.46999999999999,0.22,0.04,0.03,0.12,0.05,1,1,0,0,0,1,0,1,0,0
378,324,4.08,12927,0,0.19,0.79,0.01,0.6,0.33,0.81999999999999,0.66,0.43,0.0699999999999999,0.02,0.29,0.46999999999999,0.09,0.04,0.0,0.0,0.01,1,1,0,0,0,0,0,0,0,0
1189,176,4.09,3820,0,0.0,0.0,0.0,0.0,0.0,0.76,0.16,0.27,0.0,0.37,0.65,0.44,0.05,0.52,0.54,0.0,0.62,1,0,1,0,0,1,0,0,1,0
6271,336,4.05,5652,1,0.4,0.06,0.53,0.63,0.2299999999999999,0.05,0.04,0.02,0.01,0.29,0.0,0.04,0.89,0.03,0.01,0.21,0.06,0,1,0,0,0,0,0,0,0,0
528,326,4.12,1775,0,0.0,0.0,0.0,0.02,0.0,0.74,0.12,0.22,0.03,0.03,0.2,0.89,0.05,0.31,0.34999999999999,0.22,0.2299999999999999,1,0,1,0,0,0,0,0,0,0
5011,528,3.81,1041,0,0.0,0.0,0.0,0.3,0.5499999999999999,0.5499999999999999,0.4,0.25,0.4499999999999999,0.0,0.15,0.34999999999999,0.2,0.05,0.0,0.05,0.0,0,1,0,0,0,0,0,1,0,0
3209,230,3.56,150010,0,0.05,0.92,0.01,0.31,0.0699999999999999,0.5,0.06,0.06,0.03,0.11,0.38,0.73,0.2,0.15,0.01,0.04,0.31,1,1,0,0,0,0,0,0,0,0
4359,1243,4.15,24332,1,0.5599999999999999,0.24,0.18,0.03,0.01,0.52,0.22,0.2299999999999999,0.04,0.4599999999999999,0.24,0.2299999999999999,0.72,0.29,0.34999999999999,0.1399999999999999,0.3899999999999999,0,1,1,0,0,0,0,0,0,0
1380,319,3.92,8981,0,0.43,0.5,0.05,0.8,0.8500000000000001,0.4599999999999999,0.37,0.1699999999999999,0.11,0.01,0.01,0.13,0.29,0.02,0.02,0.0,0.0,1,1,0,0,0,0,1,1,0,0
1864,285,4.64,3766,0,0.0,0.0,0.0,0.25,0.02,0.81999999999999,0.3899999999999999,0.38,0.01,0.05,0.29,0.91,0.02,0.38,0.44,0.0,0.1399999999999999,1,0,1,0,0,0,0,0,1,0
6539,264,3.37,4887,1,0.1699999999999999,0.60999999999999,0.1699999999999999,0.13,0.49,0.4499999999999999,0.1,0.0,0.08,0.2299999999999999,0.01,0.02,0.24,0.1,0.0,0.02,0.1399999999999999,1,1,0,0,0,0,0,1,0,0
5670,613,4.15,8429,1,0.72,0.11,0.16,0.26,0.02,0.37,0.03,0.01,0.0,0.4599999999999999,0.15,0.04,0.76,0.1,0.02,0.88,0.75,0,1,1,0,0,1,1,0,0,0
6457,436,3.87,1098,0,0.33,0.5499999999999999,0.11,0.0,0.01,0.77,0.2,0.06,0.0,0.27,0.5,0.53,0.08,0.12,0.01,0.51,0.53,0,1,1,0,0,0,1,0,0,0
2899,256,4.07,1139,0,0.0,0.0,0.0,0.1,0.13,0.31,0.4,0.51,0.21,0.01,0.04,0.73,0.13,0.08,0.8999999999999999,0.0,0.01,0,0,1,0,0,1,0,0,1,0
214,432,4.39,13606,1,0.37,0.5599999999999999,0.06,0.6799999999999999,0.64,0.83,0.51,0.2,0.12,0.06,0.09,0.1699999999999999,0.12,0.08,0.0,0.0,0.01,1,1,0,0,0,0,0,1,0,0
5937,384,3.89,1435,0,0.5499999999999999,0.19,0.24,0.5499999999999999,0.06,0.3399999999999999,0.04,0.0,0.02,0.31,0.1399999999999999,0.09,0.31,0.08,0.0,0.93,0.77,1,1,0,0,0,0,0,0,0,0
909,776,3.93,2249,0,0.59,0.08,0.16,0.6799999999999999,0.0699999999999999,0.15,0.03,0.06,0.01,0.19,0.1,0.31,0.4599999999999999,0.96,0.2,0.4599999999999999,0.67,1,1,1,0,0,0,0,0,0,0
6237,378,3.64,1512,0,0.27,0.65,0.06,0.44,0.51,0.70999999999999,0.33,0.2299999999999999,0.04,0.06,0.0699999999999999,0.33,0.0699999999999999,0.13,0.06,0.0,0.01,1,1,0,0,0,1,1,1,0,0
4234,457,4.14,26950,0,0.53,0.16,0.29,0.0,0.0,0.8,0.27,0.27,0.0,0.67,0.59,0.22,0.46999999999999,0.4599999999999999,0.21,0.02,0.53,1,1,0,0,0,0,0,0,0,0
3243,336,3.73,1374,0,0.24,0.70999999999999,0.03,0.86,0.72,0.12,0.11,0.05,0.08,0.02,0.01,0.22,0.49,0.01,0.0,0.05,0.05,1,1,0,0,0,0,0,0,0,0
5344,403,3.65,1252,1,0.26,0.09,0.64,0.1,0.04,0.02,0.19,0.04,0.01,0.3899999999999999,0.01,0.13,0.7799999999999999,0.3399999999999999,0.06,0.48,0.21,0,1,0,0,0,0,0,0,0,0
351,288,3.99,3573,0,0.0,0.0,0.0,0.09,0.01,0.37,0.2299999999999999,0.2799999999999999,0.02,0.03,0.34999999999999,0.63,0.44,0.22,0.86,0.0,0.08,0,0,1,0,1,0,0,0,0,1
41,271,3.66,25533,1,0.2299999999999999,0.72,0.04,0.70999999999999,0.4599999999999999,0.4599999999999999,0.42,0.19,0.08,0.0,0.1,0.66,0.40999999999999,0.02,0.0,0.0,0.01,1,1,0,0,0,1,0,0,0,0
2344,288,3.24,1453,0,0.44,0.32,0.06,0.11,0.03,0.46999999999999,0.02,0.02,0.0,0.2799999999999999,0.09,0.48,0.31,0.42,0.22,0.13,0.53,1,1,0,0,0,1,0,1,0,0
6541,240,4.03,14195,1,0.21,0.6999999999999901,0.0699999999999999,0.05,0.2,0.8699999999999999,0.58,0.38,0.19,0.02,0.40999999999999,0.70999999999999,0.06,0.03,0.01,0.16,0.02,1,1,0,0,0,0,0,0,0,0
6556,344,3.93,2091,0,0.0,0.0,0.0,0.02,0.01,0.59,0.42,0.48,0.04,0.0,0.19,0.84,0.0,0.16,0.75,0.0,0.02,0,0,1,0,1,0,0,0,0,0
6731,464,4.28,5899,1,0.6,0.08,0.3,0.91,0.40999999999999,0.13,0.16,0.1,0.06,0.15,0.01,0.18,0.91,0.03,0.01,0.36,0.11,0,1,0,0,0,0,0,0,0,0
335,389,4.0,11258,0,0.3,0.62,0.0699999999999999,0.01,0.04,0.81999999999999,0.37,0.13,0.08,0.05,0.58,0.4599999999999999,0.36,0.08,0.01,0.64,0.1,0,1,1,0,0,0,0,0,0,0
2659,704,3.68,2980,0,0.27,0.69,0.03,0.0699999999999999,0.04,0.81999999999999,0.06,0.05,0.03,0.16,0.6799999999999999,0.72,0.08,0.26,0.02,0.04,0.24,1,1,0,0,0,0,0,0,0,0
1517,336,3.85,43626,0,0.4499999999999999,0.40999999999999,0.12,0.74,0.44,0.31,0.1699999999999999,0.1,0.04,0.05,0.04,0.18,0.56999999999999,0.04,0.02,0.46999999999999,0.03,1,1,0,0,0,0,0,0,0,0
2742,88,3.67,1955,0,0.2299999999999999,0.12,0.64,0.12,0.5599999999999999,0.04,0.11,0.0699999999999999,0.11,0.05,0.02,0.02,0.74,0.02,0.0,0.31,0.1699999999999999,1,1,0,0,0,0,1,0,0,0
2644,336,4.03,4004,0,0.0,0.0,0.0,0.03,0.01,0.03,0.01,0.03,0.01,0.0699999999999999,0.12,0.24,0.37,0.08,0.92,0.56999999999999,0.08,0,0,1,1,0,0,0,0,0,0
3213,235,3.7,1268,0,0.0,0.0,0.0,0.03,0.09,0.31,0.58,0.58,0.25,0.0,0.02,0.92,0.05,0.06,0.27,0.02,0.0,0,0,1,0,1,0,0,0,1,0
5089,720,4.59,1443,1,0.19,0.7799999999999999,0.01,0.48,0.11,0.97,0.54,0.24,0.03,0.16,0.67,0.4499999999999999,0.08,0.2299999999999999,0.01,0.01,0.27,1,1,0,0,0,0,0,1,0,0
5969,288,4.43,2758,0,0.0,0.0,0.0,0.13,0.01,0.75,0.32,0.5,0.02,0.01,0.21,0.89,0.03,0.34999999999999,0.33,0.01,0.16,1,0,1,0,0,1,0,0,1,0
1357,251,3.84,20127,1,0.51,0.40999999999999,0.06,0.24,0.02,0.51,0.06,0.04,0.0,0.6799999999999999,0.18,0.04,0.25,0.2,0.0,0.38,0.8500000000000001,1,1,0,0,0,1,0,0,0,1
142,310,3.23,1658,1,0.56999999999999,0.1399999999999999,0.27,0.2,0.02,0.3,0.04,0.01,0.0,0.4,0.1399999999999999,0.19,0.2,0.13,0.01,0.8699999999999999,0.65,0,1,0,1,0,1,0,0,0,0
4727,160,4.41,21491,1,0.0,0.0,0.0,0.04,0.0,0.77,0.02,0.0699999999999999,0.0,0.49,0.75,0.43,0.05,0.44,0.51,0.01,0.84,0,0,1,0,0,0,0,0,1,1
1298,423,3.87,14518,1,0.1699999999999999,0.77,0.04,0.26,0.1399999999999999,0.86,0.12,0.01,0.02,0.52,0.5,0.16,0.06,0.2,0.0,0.03,0.15,1,1,0,0,0,0,0,1,0,0
3670,836,3.75,9693,1,0.62,0.12,0.2299999999999999,0.1,0.05,0.3399999999999999,0.1,0.1,0.02,0.3899999999999999,0.09,0.03,0.96,0.22,0.0,0.3,0.63,0,1,0,0,0,0,0,0,0,0
1569,416,4.21,7352,0,0.64,0.25,0.09,0.03,0.0,0.64,0.19,0.09,0.0,0.70999999999999,0.2799999999999999,0.15,0.43,0.34999999999999,0.01,0.11,0.95,0,1,0,0,0,1,1,0,0,0
5248,342,3.99,4284,0,0.3899999999999999,0.52,0.0699999999999999,0.16,0.1,0.42,0.4599999999999999,0.51,0.02,0.2,0.1399999999999999,0.26,0.8699999999999999,0.1699999999999999,0.01,0.2,0.36,0,1,0,0,0,0,1,0,0,0
3589,304,3.87,15005,1,0.48,0.1399999999999999,0.37,0.26,0.22,0.08,0.08,0.01,0.04,0.22,0.03,0.03,0.89,0.04,0.01,0.75,0.44,0,1,0,0,0,0,1,0,0,0
5152,298,3.86,1130,0,0.56999999999999,0.24,0.18,0.0,0.0,0.49,0.06,0.1,0.0,0.46999999999999,0.29,0.26,0.0699999999999999,0.2799999999999999,0.62,0.12,0.52,0,1,1,0,0,0,0,0,0,0
2040,154,3.21,2469,0,0.44,0.1399999999999999,0.15,0.0699999999999999,0.0,0.16,0.0,0.0,0.0,0.5,0.12,0.15,0.05,0.26,0.0,0.53,0.97,1,1,0,0,0,0,0,0,0,0
5735,340,3.44,3797,0,0.48,0.22,0.2799999999999999,0.03,0.0,0.2299999999999999,0.08,0.01,0.0,0.64,0.21,0.25,0.2799999999999999,0.18,0.0,0.75,0.79,0,1,0,1,0,0,0,0,0,0
5640,181,4.38,1051,1,0.48,0.25,0.25,0.69,0.5599999999999999,0.11,0.03,0.06,0.1699999999999999,0.0699999999999999,0.02,0.06,0.37,0.04,0.15,0.64,0.09,0,1,1,0,0,0,0,0,0,1
5919,352,3.96,1013,1,0.13,0.7799999999999999,0.08,0.0,0.0,0.8699999999999999,0.12,0.16,0.0,0.40999999999999,0.67,0.58,0.06,0.54,0.03,0.03,0.19,1,1,0,0,0,0,1,0,0,0
3646,232,4.04,30155,1,0.46999999999999,0.36,0.16,0.66,0.76,0.24,0.38,0.22,0.11,0.03,0.02,0.03,0.8500000000000001,0.01,0.0,0.0,0.01,0,1,0,0,0,0,1,0,0,0
2492,292,3.61,1296,0,0.0,0.0,0.0,0.65,0.08,0.69,0.21,0.06,0.04,0.21,0.2799999999999999,0.52,0.04,0.08,0.02,0.21,0.46999999999999,1,1,0,0,0,0,0,0,0,0
6565,288,4.08,4104,1,0.24,0.6999999999999901,0.04,0.6999999999999901,0.72,0.5599999999999999,0.25,0.06,0.1,0.03,0.0699999999999999,0.0699999999999999,0.04,0.03,0.0,0.01,0.0,1,1,0,0,0,0,0,1,0,0
765,414,4.01,20853,1,0.5599999999999999,0.3399999999999999,0.08,0.03,0.0,0.4499999999999999,0.08,0.1699999999999999,0.0,0.4599999999999999,0.1399999999999999,0.2,0.86,0.3399999999999999,0.04,0.13,0.56999999999999,0,1,1,0,0,1,0,0,0,0
4599,624,4.27,2110,0,0.22,0.76,0.01,0.3899999999999999,0.03,0.7799999999999999,0.32,0.13,0.0,0.1,0.31,0.8500000000000001,0.04,0.29,0.27,0.03,0.15,1,1,0,0,0,0,0,0,0,0
6510,224,4.18,1251,0,0.54,0.25,0.19,0.40999999999999,0.22,0.26,0.32,0.11,0.02,0.05,0.02,0.1399999999999999,0.97,0.04,0.0,0.22,0.21,0,1,0,0,0,1,0,0,0,0
3174,332,4.16,49058,1,0.4499999999999999,0.19,0.3399999999999999,0.01,0.0,0.18,0.02,0.0,0.0,0.79,0.08,0.01,0.09,0.12,0.0,0.86,0.8099999999999999,0,1,0,1,0,0,0,0,0,0
3005,272,3.85,10226,0,0.40999999999999,0.32,0.25,0.58,0.77,0.05,0.33,0.2799999999999999,0.22,0.0,0.0,0.18,0.3399999999999999,0.0,0.08,0.31,0.0,1,1,0,0,0,0,0,0,0,0
5936,416,4.08,5779,1,0.58,0.22,0.19,0.5599999999999999,0.08,0.18,0.02,0.02,0.0,0.3899999999999999,0.03,0.1,0.79,0.1399999999999999,0.01,0.1399999999999999,0.72,0,1,0,0,0,0,0,0,0,0
68,239,3.81,1438,0,0.58,0.12,0.2799999999999999,0.33,0.29,0.08,0.13,0.0699999999999999,0.05,0.02,0.03,0.31,0.75,0.15,0.0,0.8,0.16,1,1,0,0,0,0,0,0,0,0
4198,384,4.15,1103,1,0.62,0.25,0.12,0.01,0.0,0.76,0.12,0.12,0.0,0.49,0.59,0.48,0.16,0.34999999999999,0.51,0.19,0.67,1,1,0,0,0,0,0,0,0,0
4392,358,4.12,51525,1,0.53,0.06,0.4,0.2,0.12,0.3,0.0699999999999999,0.03,0.02,0.36,0.05,0.05,0.88,0.21,0.01,0.91,0.12,0,1,0,0,0,0,1,0,0,0
481,400,3.8,6367,0,0.4599999999999999,0.24,0.2799999999999999,0.01,0.0,0.2,0.0,0.0,0.0,0.70999999999999,0.11,0.02,0.08,0.13,0.0,0.79,0.8,0,1,0,1,0,0,0,0,0,0
3150,384,3.75,1746,0,0.59,0.33,0.0699999999999999,0.31,0.18,0.77,0.21,0.16,0.01,0.03,0.53,0.63,0.0699999999999999,0.08,0.0,0.69,0.0699999999999999,1,1,0,0,0,0,0,0,0,0
2303,352,3.98,3464,0,0.5499999999999999,0.38,0.06,0.59,0.34999999999999,0.63,0.49,0.4499999999999999,0.03,0.09,0.24,0.2,0.88,0.06,0.08,0.1699999999999999,0.06,0,1,1,0,0,0,0,0,0,0
4403,272,3.85,3711,0,0.22,0.6999999999999901,0.0699999999999999,0.0,0.0,0.79,0.13,0.1699999999999999,0.0,0.21,0.74,0.64,0.0,0.48,0.1399999999999999,0.0,0.3899999999999999,1,1,0,0,0,0,0,0,0,0
5830,353,3.98,1084,0,0.36,0.58,0.04,0.02,0.02,0.6799999999999999,0.27,0.06,0.01,0.26,0.3399999999999999,0.18,0.26,0.09,0.0,0.8099999999999999,0.74,0,1,0,0,0,1,1,1,0,0
2832,358,3.79,1456,0,0.0,0.0,0.0,0.02,0.01,0.67,0.1,0.36,0.0,0.0699999999999999,0.58,0.5599999999999999,0.01,0.15,0.77,0.0,0.16,0,0,1,0,0,0,0,0,1,0
4158,452,3.64,2674,0,0.0,0.0,0.0,0.04,0.0,0.02,0.03,0.24,0.01,0.1,0.02,0.54,0.04,0.2799999999999999,0.84,0.03,0.27,0,0,1,0,1,0,0,0,0,0
2013,100,3.85,1430,0,0.0,0.0,0.0,0.06,0.01,0.51,0.05,0.08,0.02,0.09,0.1399999999999999,0.73,0.06,0.5499999999999999,0.01,0.16,0.40999999999999,1,1,1,0,0,1,0,0,0,0
405,416,3.91,7323,0,0.43,0.4599999999999999,0.09,0.08,0.03,0.81999999999999,0.38,0.24,0.0,0.21,0.48,0.60999999999999,0.09,0.26,0.1699999999999999,0.0,0.0699999999999999,1,1,0,0,0,0,0,0,0,0
4948,463,4.02,2288,0,0.40999999999999,0.4499999999999999,0.13,0.0,0.01,0.64,0.04,0.09,0.01,0.44,0.29,0.26,0.37,0.2,0.63,0.11,0.22,0,1,1,0,0,0,0,1,0,0
306,477,3.88,6857,0,0.5599999999999999,0.32,0.11,0.02,0.0,0.86,0.09,0.1399999999999999,0.0,0.25,0.65,0.44,0.0,0.3899999999999999,0.24,0.04,0.24,1,1,0,0,0,0,0,0,0,0
3346,384,3.78,2316,1,0.29,0.63,0.05,0.5,0.84,0.53,0.53,0.2799999999999999,0.1,0.03,0.01,0.2299999999999999,0.03,0.04,0.01,0.0,0.0,1,1,0,0,0,0,1,1,0,0
5704,306,3.39,1306,1,0.21,0.56999999999999,0.21,0.15,0.0699999999999999,0.60999999999999,0.4599999999999999,0.2299999999999999,0.0,0.60999999999999,0.3,0.2299999999999999,0.53,0.2299999999999999,0.0699999999999999,0.53,0.76,0,1,0,0,0,0,1,1,0,0
2501,291,3.86,1334,0,0.0,0.0,0.0,0.27,0.05,0.5599999999999999,0.25,0.1399999999999999,0.04,0.03,0.25,0.91,0.03,0.2799999999999999,0.15,0.0,0.1399999999999999,1,1,0,0,0,0,0,0,0,0
2328,384,3.63,1132,1,0.64,0.1699999999999999,0.1699999999999999,0.74,0.62,0.24,0.12,0.1,0.03,0.04,0.0,0.04,0.86,0.01,0.0,0.13,0.01,0,1,0,0,0,0,0,0,0,0
3995,400,4.0,13708,1,0.48,0.09,0.40999999999999,0.29,0.09,0.21,0.18,0.1,0.0,0.4599999999999999,0.03,0.03,0.95,0.08,0.0,0.32,0.3399999999999999,0,1,0,0,0,0,1,0,0,0
6155,528,3.71,6553,1,0.3399999999999999,0.54,0.11,0.0,0.05,0.66,0.15,0.22,0.04,0.22,0.44,0.24,0.2,0.16,0.6,0.06,0.16,0,1,1,0,0,0,0,1,0,0
4307,384,4.39,15036,0,0.3899999999999999,0.54,0.05,0.09,0.0,0.84,0.66,0.67,0.0,0.22,0.52,0.29,0.13,0.4,0.2,0.03,0.3,1,1,0,0,0,0,0,0,0,0
153,342,4.27,1841,0,0.62,0.2299999999999999,0.13,0.4,0.18,0.89,0.5599999999999999,0.3,0.04,0.1,0.24,0.31,0.18,0.0699999999999999,0.0699999999999999,0.53,0.06,1,1,0,0,0,0,0,1,0,0
2081,320,3.82,2051,0,0.0,0.0,0.0,0.05,0.02,0.1,0.01,0.0,0.02,0.02,0.09,0.56999999999999,0.11,0.12,0.91,0.31,0.54,0,0,1,0,0,0,0,0,0,0
1951,361,4.1,145185,0,0.26,0.67,0.05,0.63,0.62,0.74,0.51,0.18,0.19,0.02,0.15,0.2799999999999999,0.09,0.03,0.0,0.01,0.02,1,1,0,0,0,0,0,1,0,0
3714,305,3.83,1469,0,0.3,0.59,0.1,0.37,0.58,0.8099999999999999,0.49,0.19,0.04,0.09,0.09,0.24,0.03,0.09,0.04,0.0,0.0,1,1,0,0,0,0,0,1,0,0
4343,294,4.05,2462,1,0.27,0.65,0.06,0.64,0.72,0.67,0.53,0.1699999999999999,0.15,0.03,0.06,0.09,0.05,0.03,0.0,0.0,0.01,1,1,0,0,0,0,0,1,0,0
2109,303,3.67,1216,0,0.04,0.93999999999999,0.01,0.09,0.0,0.70999999999999,0.09,0.02,0.01,0.25,0.36,0.81999999999999,0.01,0.31,0.0,0.02,0.36,1,1,0,0,0,1,0,0,0,0
4534,390,4.02,6149,0,0.58,0.29,0.11,0.3,0.01,0.46999999999999,0.11,0.0699999999999999,0.0,0.2799999999999999,0.34999999999999,0.54,0.37,0.54,0.2,0.46999999999999,0.76,1,1,1,0,0,1,0,0,0,0
4129,304,4.63,11326,0,0.0,0.0,0.0,0.1699999999999999,0.01,0.89,0.52,0.79,0.01,0.1399999999999999,0.40999999999999,0.6999999999999901,0.03,0.38,0.24,0.0,0.32,0,0,1,0,0,0,0,0,1,0
3481,224,3.49,1307,0,0.0699999999999999,0.8999999999999999,0.01,0.01,0.0,0.5499999999999999,0.12,0.03,0.04,0.1,0.5,0.76,0.01,0.1399999999999999,0.01,0.21,0.79,1,1,0,0,0,0,0,0,0,0
3470,384,3.66,8225,0,0.52,0.13,0.33,0.0,0.0,0.3899999999999999,0.02,0.0,0.0,0.5,0.2799999999999999,0.18,0.2299999999999999,0.09,0.0,0.91,0.60999999999999,0,1,0,1,0,0,0,0,0,0
5043,221,4.12,3525,0,0.2299999999999999,0.70999999999999,0.02,0.19,0.4599999999999999,0.73,0.46999999999999,0.29,0.06,0.01,0.38,0.3399999999999999,0.04,0.05,0.31,0.0,0.0,0,1,0,0,0,0,1,0,0,0
5645,368,3.32,1479,1,0.53,0.12,0.33,0.5499999999999999,0.8500000000000001,0.1,0.2,0.03,0.0699999999999999,0.01,0.0,0.02,0.3399999999999999,0.01,0.0,0.3899999999999999,0.01,0,1,0,0,0,0,0,1,0,0
4869,446,3.99,1109,1,0.5,0.1399999999999999,0.34999999999999,0.31,0.21,0.15,0.05,0.0,0.0,0.36,0.0,0.1,0.89,0.1,0.0,0.26,0.1,0,1,0,0,0,0,1,0,0,0
4702,320,4.12,1420,1,0.3399999999999999,0.58,0.06,0.24,0.43,0.7799999999999999,0.77,0.3899999999999999,0.0699999999999999,0.0699999999999999,0.04,0.1699999999999999,0.09,0.05,0.04,0.0,0.0,0,1,1,0,0,1,1,1,0,0
2746,421,4.21,175338,0,0.48,0.43,0.0699999999999999,0.79,0.73,0.60999999999999,0.62,0.38,0.1399999999999999,0.06,0.04,0.09,0.11,0.04,0.03,0.0,0.0,1,1,0,0,0,1,0,1,0,0
1722,384,3.95,6827,1,0.4499999999999999,0.43,0.1,0.69,0.7799999999999999,0.59,0.48,0.2799999999999999,0.1,0.02,0.02,0.11,0.0699999999999999,0.02,0.03,0.0,0.0,1,1,0,0,0,1,0,1,0,0
3994,298,3.71,8248,1,0.4499999999999999,0.4,0.13,0.02,0.03,0.67,0.05,0.02,0.02,0.40999999999999,0.43,0.31,0.27,0.1399999999999999,0.0,0.74,0.6999999999999901,0,1,0,0,0,0,1,0,0,0
718,287,4.14,106791,0,0.0,0.0,0.0,0.13,0.03,0.8,0.2299999999999999,0.4,0.01,0.26,0.77,0.58,0.03,0.27,0.42,0.0,0.36,1,0,1,0,0,0,0,0,1,0
2156,432,4.04,4891,0,0.4599999999999999,0.3899999999999999,0.12,0.01,0.0,0.84,0.2299999999999999,0.3899999999999999,0.0,0.36,0.8099999999999999,0.34999999999999,0.0699999999999999,0.42,0.4,0.03,0.73,0,1,1,0,0,0,1,0,0,0
