,pages,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark,Literature and Art,Fiction,Science,Crime,Psychology,Social,Children,Romans,Biography,Entertainment
5945,224,4.1,2027,0,0.0,0.0,0.0,0.79,0.2299999999999999,0.77,0.44,0.34999999999999,0.02,0.02,0.1399999999999999,0.76,0.03,0.13,0.15,0.0,0.08,1,0,1,0,0,1,0,0,1,0
4812,291,3.94,2955,0,0.52,0.25,0.22,0.03,0.0,0.16,0.0,0.0,0.0,0.52,0.08,0.09,0.13,0.0699999999999999,0.0,0.91,0.70999999999999,0,1,0,1,0,0,0,0,0,0
2203,320,3.69,8414,0,0.5599999999999999,0.1699999999999999,0.25,0.01,0.0,0.4,0.03,0.0,0.0,0.63,0.19,0.12,0.09,0.12,0.01,0.88,0.6,0,1,0,1,0,0,0,0,0,0
3229,240,3.57,4138,0,0.3,0.33,0.36,0.2799999999999999,0.40999999999999,0.1399999999999999,0.1699999999999999,0.08,0.05,0.03,0.04,0.15,0.8099999999999999,0.12,0.1699999999999999,0.02,0.09,1,1,1,0,0,0,0,0,0,0
2976,360,3.57,5710,0,0.49,0.29,0.21,0.01,0.02,0.4599999999999999,0.0699999999999999,0.1399999999999999,0.0,0.25,0.2299999999999999,0.25,0.4599999999999999,0.13,0.4599999999999999,0.52,0.16,0,1,1,0,0,0,0,0,0,0
2301,130,4.32,1144,1,0.64,0.08,0.2799999999999999,0.03,0.09,0.43,0.26,0.26,0.03,0.25,0.1399999999999999,0.2299999999999999,0.95,0.0699999999999999,0.03,0.34999999999999,0.3399999999999999,0,1,0,0,0,0,0,0,0,1
6783,352,4.2,9403,1,0.5599999999999999,0.27,0.16,0.92,0.56999999999999,0.31,0.31,0.13,0.08,0.01,0.04,0.37,0.63,0.02,0.0,0.13,0.1,0,1,0,0,0,0,0,0,0,0
4287,317,4.28,1286,0,0.0,0.0,0.0,0.02,0.0,0.19,0.04,0.12,0.0,0.1,0.37,0.51,0.01,0.53,0.98,0.0,0.3,0,0,1,0,0,0,0,0,0,0
1793,192,3.58,110422,0,0.3399999999999999,0.46999999999999,0.16,0.01,0.16,0.1699999999999999,0.5,0.73,0.13,0.01,0.0,0.73,0.69,0.1,0.0699999999999999,0.1699999999999999,0.0,1,1,0,0,0,0,0,0,0,0
213,462,3.96,9778,1,0.51,0.12,0.36,0.74,0.25,0.09,0.03,0.02,0.04,0.19,0.01,0.01,0.95,0.05,0.0,0.43,0.2,0,1,0,0,0,0,1,0,0,0
390,208,3.41,1757,0,0.29,0.65,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.4599999999999999,0.13,0.26,0.02,0.27,0.0,0.76,0.8999999999999999,1,1,1,0,0,1,0,0,0,0
3574,291,4.21,3420,0,0.0,0.0,0.0,0.5,0.42,0.49,0.29,0.58,0.11,0.0,0.13,0.69,0.01,0.01,0.5499999999999999,0.0,0.0,0,0,1,0,0,0,0,0,1,0
6629,480,4.44,10665,1,0.63,0.25,0.1,0.59,0.0699999999999999,0.54,0.13,0.02,0.0,0.38,0.21,0.09,0.65,0.38,0.0,0.74,0.66,0,1,0,0,0,1,0,0,0,0
2710,348,4.35,12692,1,0.63,0.1,0.26,0.5599999999999999,0.53,0.16,0.3,0.16,0.08,0.09,0.02,0.02,0.97,0.05,0.0,0.5499999999999999,0.09,0,1,0,0,0,0,1,0,0,0
936,802,4.47,88315,1,0.74,0.08,0.16,0.3399999999999999,0.03,0.79,0.21,0.18,0.0,0.53,0.2799999999999999,0.06,0.91,0.25,0.01,0.6,0.46999999999999,0,1,0,0,0,0,0,1,0,0
6919,15,4.52,4439,1,0.0699999999999999,0.84,0.02,0.0,0.0,0.8500000000000001,0.02,0.0,0.0,0.2299999999999999,0.75,0.21,0.06,0.08,0.04,0.03,0.4499999999999999,1,1,0,0,0,0,0,0,0,0
2434,91,4.26,101073,0,0.26,0.63,0.08,0.1699999999999999,0.4499999999999999,0.5599999999999999,0.4499999999999999,0.58,0.2,0.0,0.25,0.69,0.46999999999999,0.05,0.03,0.0699999999999999,0.01,1,1,0,0,0,0,1,0,0,0
3182,370,3.85,2449,0,0.3899999999999999,0.5,0.08,0.0,0.0,0.7799999999999999,0.06,0.05,0.02,0.36,0.56999999999999,0.31,0.38,0.21,0.12,0.03,0.42,0,1,1,0,0,0,0,0,0,0
2868,112,4.39,3071,0,0.0,0.0,0.0,0.19,0.38,0.13,0.63,0.92,0.13,0.0,0.0,0.49,0.03,0.01,0.38,0.0,0.0,1,0,1,0,1,0,0,0,0,0
3154,291,3.7,1996,1,0.4599999999999999,0.06,0.46999999999999,0.16,0.26,0.03,0.06,0.02,0.12,0.03,0.0,0.16,0.3399999999999999,0.03,0.0699999999999999,0.92,0.1399999999999999,0,1,1,1,0,0,0,0,0,0
1800,208,4.11,8331,0,0.48,0.29,0.2,0.06,0.0,0.26,0.1399999999999999,0.08,0.01,0.33,0.13,0.6999999999999901,0.3,0.3899999999999999,0.02,0.48,0.4599999999999999,1,1,0,0,0,0,0,0,0,0
1007,432,4.15,1731,0,0.0,0.0,0.0,0.0699999999999999,0.03,0.92,0.19,0.42,0.01,0.06,0.81999999999999,0.73,0.02,0.18,0.1399999999999999,0.04,0.18,0,0,1,0,0,0,0,0,1,0
4813,464,4.1,1863,0,0.63,0.2,0.15,0.03,0.0,0.88,0.2,0.38,0.0,0.56999999999999,0.76,0.37,0.01,0.64,0.19,0.0,0.37,1,1,0,0,0,1,1,0,0,0
6131,288,3.89,3223,0,0.49,0.2299999999999999,0.27,0.58,0.08,0.37,0.1699999999999999,0.11,0.0,0.3,0.12,0.27,0.91,0.1699999999999999,0.0,0.56999999999999,0.53,0,1,0,0,0,0,0,0,0,0
6781,748,3.84,1240,1,0.72,0.0699999999999999,0.18,0.16,0.03,0.51,0.1,0.02,0.01,0.48,0.11,0.01,0.86,0.1699999999999999,0.01,0.69,0.65,0,1,0,0,0,0,0,1,0,0
6621,96,3.83,3471,0,0.36,0.33,0.2799999999999999,0.6999999999999901,0.13,0.03,0.0,0.0699999999999999,0.03,0.1399999999999999,0.02,0.4499999999999999,0.0699999999999999,0.13,0.09,0.40999999999999,0.24,1,1,0,0,0,0,0,0,0,1
4916,460,3.6,5443,0,0.44,0.32,0.21,0.02,0.0,0.1,0.0,0.0,0.0,0.75,0.03,0.04,0.11,0.0699999999999999,0.0,0.64,0.95,0,1,0,1,0,0,0,0,0,0
5084,416,4.14,1667,0,0.0,0.0,0.0,0.01,0.0,0.1399999999999999,0.03,0.34999999999999,0.0,0.40999999999999,0.06,0.12,0.98,0.26,0.83,0.0699999999999999,0.25,0,0,1,0,0,0,0,0,1,0
2364,234,4.1,7013,1,0.58,0.24,0.16,0.03,0.0,0.74,0.3399999999999999,0.1699999999999999,0.0,0.52,0.5,0.37,0.6,0.3399999999999999,0.09,0.13,0.66,0,1,0,0,0,0,1,0,0,0
797,399,3.69,1844,1,0.27,0.63,0.08,0.36,0.58,0.72,0.3399999999999999,0.12,0.1,0.12,0.12,0.13,0.0699999999999999,0.06,0.01,0.0,0.03,0,1,0,0,0,0,0,1,0,1
1723,416,4.03,35619,0,0.48,0.3399999999999999,0.1699999999999999,0.62,0.8699999999999999,0.49,0.42,0.11,0.1699999999999999,0.01,0.01,0.04,0.03,0.01,0.03,0.0,0.0,1,1,0,0,0,0,0,1,0,0
322,354,4.06,35216,0,0.40999999999999,0.48,0.09,0.22,0.12,0.92,0.38,0.15,0.02,0.27,0.60999999999999,0.31,0.03,0.16,0.0,0.05,0.1,1,1,0,0,0,0,0,1,0,0
4661,479,4.27,1014,0,0.0,0.0,0.0,0.52,0.2799999999999999,0.60999999999999,0.22,0.5,0.1399999999999999,0.0,0.08,0.79,0.08,0.03,0.59,0.0,0.01,0,0,1,0,0,0,0,0,1,0
3789,208,4.18,9070,0,0.16,0.8,0.03,0.15,0.3399999999999999,0.7799999999999999,0.7799999999999999,0.65,0.02,0.04,0.09,0.32,0.02,0.1,0.2299999999999999,0.0,0.0,1,1,0,0,0,1,1,0,0,0
6608,343,3.5,1994,0,0.53,0.11,0.34999999999999,0.05,0.0,0.33,0.06,0.0,0.01,0.52,0.15,0.09,0.31,0.0699999999999999,0.0,0.8999999999999999,0.51,0,1,0,1,0,0,1,0,0,0
1835,533,4.35,10817,0,0.4499999999999999,0.46999999999999,0.06,0.21,0.18,0.77,0.53,0.2299999999999999,0.1,0.15,0.12,0.26,0.8999999999999999,0.05,0.0,0.31,0.05,0,1,0,0,0,1,1,0,0,0
3228,128,3.93,1132,0,0.0,0.0,0.0,0.26,0.11,0.74,0.31,0.29,0.06,0.02,0.1399999999999999,0.8699999999999999,0.01,0.15,0.0,0.0,0.0699999999999999,1,0,1,0,0,0,0,0,0,0
1761,1230,4.58,14929,1,0.75,0.15,0.09,0.13,0.02,0.72,0.34999999999999,0.34999999999999,0.0,0.52,0.2299999999999999,0.18,0.93999999999999,0.29,0.02,0.34999999999999,0.3899999999999999,0,1,0,0,0,0,0,0,0,0
6642,434,3.91,14095,1,0.56999999999999,0.19,0.22,0.0699999999999999,0.01,0.24,0.1399999999999999,0.13,0.0,0.34999999999999,0.0699999999999999,0.0699999999999999,0.93,0.1399999999999999,0.0,0.34999999999999,0.51,0,1,0,0,0,0,1,0,0,0
282,400,3.82,3298,0,0.3399999999999999,0.53,0.12,0.08,0.4499999999999999,0.74,0.4599999999999999,0.12,0.1,0.08,0.12,0.27,0.1,0.05,0.01,0.01,0.01,1,1,0,0,0,0,0,1,0,0
6004,480,3.66,1117,1,0.69,0.11,0.18,0.04,0.02,0.4,0.2,0.08,0.0,0.40999999999999,0.1399999999999999,0.27,0.8999999999999999,0.2299999999999999,0.01,0.44,0.3899999999999999,0,1,0,0,0,0,1,0,0,0
1507,178,3.81,5596,0,0.0,0.0,0.0,0.03,0.0,0.25,0.03,0.0699999999999999,0.01,0.2,0.25,0.88,0.02,0.49,0.04,0.15,0.63,1,1,1,0,0,0,0,0,0,0
4961,416,3.91,1303,1,0.5499999999999999,0.21,0.22,0.27,0.09,0.2799999999999999,0.18,0.12,0.03,0.4599999999999999,0.06,0.11,0.97,0.12,0.0,0.24,0.18,0,1,0,0,0,0,1,0,0,0
5294,374,3.79,2997,1,0.38,0.5599999999999999,0.04,0.21,0.05,0.67,0.1,0.05,0.02,0.49,0.15,0.08,0.24,0.19,0.02,0.13,0.8500000000000001,1,1,0,0,0,0,0,1,0,0
4809,352,3.61,1301,0,0.62,0.11,0.25,0.0,0.0,0.37,0.02,0.02,0.0,0.6,0.25,0.3,0.84,0.3,0.04,0.83,0.65,0,1,0,1,0,0,0,0,0,0
1490,328,3.76,99356,0,0.22,0.6999999999999901,0.05,0.24,0.25,0.83,0.36,0.12,0.0699999999999999,0.18,0.53,0.19,0.06,0.1,0.0,0.02,0.16,1,1,0,0,0,0,1,1,0,0
5980,448,3.88,1540,0,0.5,0.3399999999999999,0.1399999999999999,0.03,0.03,0.63,0.2,0.06,0.02,0.15,0.3,0.2799999999999999,0.36,0.11,0.01,0.81999999999999,0.5,0,1,1,0,0,0,0,0,0,0
6895,336,3.97,20866,0,0.2299999999999999,0.70999999999999,0.05,0.22,0.2,0.8500000000000001,0.67,0.3399999999999999,0.05,0.04,0.26,0.66,0.02,0.13,0.01,0.0,0.0,1,1,0,0,0,0,0,1,0,0
263,669,4.33,31161,1,0.73,0.08,0.1699999999999999,0.31,0.08,0.65,0.09,0.05,0.02,0.3899999999999999,0.16,0.04,0.93,0.16,0.0,0.63,0.42,0,1,0,0,0,1,1,1,0,0
5150,679,4.37,16200,1,0.59,0.31,0.08,0.1,0.01,0.73,0.16,0.09,0.0,0.60999999999999,0.24,0.06,0.6999999999999901,0.31,0.0,0.2299999999999999,0.8099999999999999,0,1,0,0,0,0,0,1,0,0
4699,243,4.04,17389,0,0.18,0.8,0.01,0.6,0.06,0.74,0.2,0.06,0.01,0.13,0.46999999999999,0.5499999999999999,0.01,0.16,0.01,0.11,0.63,1,1,0,0,0,1,0,0,0,0
4569,334,3.77,2605,1,0.56999999999999,0.27,0.15,0.7799999999999999,0.8699999999999999,0.24,0.2,0.05,0.11,0.03,0.0,0.02,0.24,0.01,0.0,0.0699999999999999,0.01,0,1,0,0,0,0,0,1,0,0
968,224,4.21,6976,1,0.62,0.2799999999999999,0.08,0.09,0.37,0.43,0.49,0.3399999999999999,0.06,0.09,0.03,0.16,0.7799999999999999,0.05,0.01,0.3899999999999999,0.11,0,1,0,0,0,1,1,0,0,0
5973,704,4.03,11932,0,0.65,0.16,0.1699999999999999,0.1,0.0,0.36,0.04,0.01,0.0,0.76,0.25,0.04,0.52,0.16,0.0,0.5599999999999999,0.96,0,1,0,0,0,0,0,0,0,0
2790,533,3.8,2571,0,0.24,0.56999999999999,0.16,0.0,0.0,0.56999999999999,0.0,0.0,0.0,0.38,0.69,0.13,0.09,0.0699999999999999,0.0,0.72,0.97,0,1,0,1,0,0,1,0,0,0
4978,96,4.13,1335,1,0.27,0.59,0.13,0.0,0.0,0.66,0.2299999999999999,0.0699999999999999,0.0,0.25,0.63,0.5,0.3399999999999999,0.32,0.0,0.44,0.74,0,1,0,0,0,0,0,0,0,0
4386,336,3.26,13234,0,0.27,0.18,0.51,0.44,0.27,0.01,0.01,0.04,0.03,0.01,0.01,0.37,0.91,0.19,0.11,0.1,0.04,1,1,0,0,0,0,0,0,0,0
4147,317,4.19,4814,0,0.0,0.0,0.0,0.52,0.66,0.1399999999999999,0.2799999999999999,0.73,0.31,0.0,0.0,0.48,0.33,0.0,0.67,0.0,0.0,0,0,1,0,0,0,0,0,1,0
4673,373,4.07,9706,0,0.22,0.74,0.02,0.1699999999999999,0.19,0.86,0.72,0.5499999999999999,0.1,0.01,0.4599999999999999,0.58,0.04,0.06,0.03,0.03,0.03,1,1,0,0,0,0,0,0,0,0
2149,402,3.58,4879,1,0.4,0.46999999999999,0.11,0.38,0.76,0.59,0.18,0.01,0.16,0.04,0.0,0.04,0.1,0.02,0.0,0.0,0.01,0,1,1,0,0,0,0,1,0,0
4622,511,4.32,1849,1,0.5499999999999999,0.32,0.11,0.09,0.02,0.4499999999999999,0.31,0.36,0.01,0.3,0.0699999999999999,0.33,0.8500000000000001,0.33,0.16,0.06,0.1,0,1,0,0,0,1,0,0,0,0
5914,303,3.7,9005,0,0.12,0.8500000000000001,0.01,0.2,0.03,0.8500000000000001,0.18,0.04,0.02,0.1399999999999999,0.49,0.79,0.01,0.16,0.0,0.01,0.1,1,1,0,0,0,1,0,0,0,0
87,317,3.62,14788,1,0.5599999999999999,0.27,0.15,0.15,0.4,0.3899999999999999,0.27,0.08,0.11,0.1,0.02,0.04,0.77,0.0699999999999999,0.0,0.2799999999999999,0.1,0,1,0,0,0,0,0,1,0,0
1319,112,3.99,3822,0,0.0,0.0,0.0,0.18,0.05,0.76,0.24,0.34999999999999,0.04,0.02,0.13,0.84,0.0,0.1699999999999999,0.02,0.01,0.06,1,0,1,0,0,0,0,0,0,0
2765,128,4.28,1397,0,0.0,0.0,0.0,0.8699999999999999,0.89,0.1,0.16,0.08,0.31,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1
4680,340,4.15,2103,0,0.1,0.88,0.01,0.0,0.0,0.92,0.44,0.32,0.0,0.25,0.58,0.74,0.0,0.40999999999999,0.09,0.0,0.31,1,1,0,0,0,0,0,0,0,0
5981,208,3.93,4135,0,0.0,0.0,0.0,0.01,0.0,0.86,0.03,0.0699999999999999,0.01,0.03,0.8099999999999999,0.8699999999999999,0.0,0.1699999999999999,0.04,0.0,0.21,1,0,1,0,0,0,0,0,1,0
6607,341,3.81,7558,1,0.48,0.11,0.3899999999999999,0.93999999999999,0.69,0.02,0.05,0.01,0.06,0.0,0.0,0.08,0.8,0.01,0.02,0.1399999999999999,0.01,0,1,0,0,0,0,0,0,0,0
3645,195,3.56,8408,1,0.0,0.0,0.0,0.03,0.04,0.0,0.13,0.5499999999999999,0.01,0.0,0.0,0.37,0.02,0.13,0.93,0.0,0.0,0,0,1,0,1,0,0,0,0,0
2651,512,3.95,2193,0,0.54,0.09,0.3399999999999999,0.08,0.01,0.34999999999999,0.09,0.1,0.0,0.38,0.05,0.16,0.73,0.16,0.02,0.89,0.6,0,1,1,0,0,0,1,0,0,0
6658,321,4.08,1452,0,0.42,0.1399999999999999,0.42,0.0,0.0,0.95,0.05,0.1,0.0,0.5,0.65,0.25,0.0,0.4499999999999999,0.2,0.15,0.6999999999999901,1,1,0,0,0,0,1,0,0,0
3972,315,3.66,24187,1,0.40999999999999,0.49,0.08,0.73,0.83,0.29,0.24,0.16,0.12,0.02,0.0,0.09,0.11,0.04,0.09,0.0,0.0,1,1,0,0,0,0,0,1,0,0
4648,400,4.14,6962,1,0.58,0.26,0.15,0.11,0.01,0.3399999999999999,0.11,0.0699999999999999,0.0,0.4,0.0699999999999999,0.33,0.8099999999999999,0.3399999999999999,0.01,0.34999999999999,0.1399999999999999,0,1,0,0,0,0,0,0,0,0
2053,192,4.29,5147,1,0.59,0.18,0.21,0.1399999999999999,0.05,0.5,0.12,0.12,0.02,0.37,0.27,0.03,0.89,0.15,0.0,0.26,0.69,0,1,0,0,0,0,0,0,0,1
1634,112,4.21,24903,0,0.0,0.0,0.0,0.1,0.02,0.1,0.2,0.64,0.02,0.01,0.02,0.8500000000000001,0.01,0.32,0.69,0.0,0.0,1,0,1,0,0,1,0,0,0,0
6825,264,3.76,3929,0,0.43,0.44,0.11,0.0699999999999999,0.19,0.8999999999999999,0.54,0.26,0.05,0.16,0.67,0.3,0.09,0.11,0.0,0.1399999999999999,0.1399999999999999,1,1,0,0,0,0,1,1,0,0
4788,136,3.69,1137,0,0.04,0.93,0.01,0.09,0.0,0.74,0.15,0.03,0.0,0.33,0.62,0.48,0.05,0.4599999999999999,0.01,0.1399999999999999,0.8099999999999999,1,1,0,0,0,0,0,0,0,0
766,224,4.14,2347,0,0.0,0.0,0.0,0.0699999999999999,0.01,0.86,0.2799999999999999,0.4,0.0,0.0699999999999999,0.40999999999999,0.83,0.0,0.3399999999999999,0.1699999999999999,0.0,0.2,1,0,1,0,0,1,0,0,1,0
1532,288,4.38,33836,0,0.56999999999999,0.25,0.16,0.0,0.0,0.69,0.04,0.05,0.0,0.67,0.48,0.38,0.3,0.5599999999999999,0.22,0.1699999999999999,0.7799999999999999,1,1,1,0,0,0,0,0,0,0
183,162,3.92,47816,1,0.40999999999999,0.11,0.4599999999999999,0.4,0.13,0.22,0.06,0.02,0.02,0.2799999999999999,0.38,0.03,0.63,0.09,0.04,0.56999999999999,0.73,0,1,0,0,0,0,1,0,0,0
3149,576,3.85,1159,0,0.44,0.42,0.12,0.15,0.01,0.43,0.06,0.08,0.01,0.13,0.1699999999999999,0.5599999999999999,0.59,0.56999999999999,0.31,0.16,0.1699999999999999,1,1,1,0,0,0,0,0,0,0
3606,448,4.17,2082,0,0.6999999999999901,0.18,0.11,0.0699999999999999,0.0,0.46999999999999,0.25,0.12,0.0,0.56999999999999,0.13,0.22,0.8699999999999999,0.40999999999999,0.01,0.1399999999999999,0.63,0,1,0,0,0,1,0,0,0,0
834,206,4.11,12245,0,0.0,0.0,0.0,0.24,0.12,0.74,0.48,0.75,0.02,0.01,0.43,0.70999999999999,0.03,0.1,0.19,0.0,0.02,0,0,1,0,0,0,0,0,1,0
1926,304,3.74,1961,0,0.0,0.0,0.0,0.89,0.53,0.53,0.32,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.02,0.12,0.0,1,1,0,0,0,0,0,0,0,0
2311,331,3.98,1504,0,0.3,0.65,0.03,0.72,0.1399999999999999,0.88,0.46999999999999,0.11,0.02,0.02,0.43,0.51,0.04,0.11,0.05,0.05,0.27,1,1,0,0,0,0,1,0,0,0
3177,336,4.05,1507,0,0.40999999999999,0.46999999999999,0.11,0.44,0.54,0.75,0.70999999999999,0.58,0.0699999999999999,0.03,0.09,0.27,0.05,0.06,0.01,0.03,0.01,1,1,0,0,0,1,1,0,0,0
5198,480,3.58,2670,0,0.5,0.19,0.29,0.18,0.15,0.21,0.11,0.05,0.01,0.11,0.05,0.2299999999999999,0.76,0.1699999999999999,0.02,0.86,0.15,0,1,0,0,0,0,1,0,0,0
4635,590,4.13,22386,1,0.60999999999999,0.16,0.21,0.1399999999999999,0.05,0.3,0.34999999999999,0.19,0.01,0.33,0.06,0.12,0.8699999999999999,0.13,0.01,0.6,0.2799999999999999,0,1,0,0,0,0,0,0,0,0
5385,164,4.01,7380,1,0.43,0.4599999999999999,0.09,0.0,0.01,0.56999999999999,0.1,0.12,0.0,0.26,0.09,0.32,0.8500000000000001,0.18,0.02,0.34999999999999,0.1399999999999999,0,1,0,0,0,0,0,0,0,0
1033,412,4.16,21274,0,0.51,0.1699999999999999,0.3,0.75,0.12,0.11,0.05,0.06,0.01,0.09,0.04,0.31,0.5599999999999999,0.34999999999999,0.03,0.6999999999999901,0.4499999999999999,1,1,0,0,0,0,0,0,0,0
1442,503,4.04,1564,1,0.53,0.24,0.22,0.02,0.0,0.31,0.2299999999999999,0.13,0.01,0.25,0.1699999999999999,0.5,0.8,0.49,0.08,0.76,0.26,0,1,0,0,0,0,0,0,0,0
109,360,3.65,8013,0,0.5,0.21,0.2799999999999999,0.02,0.0,0.15,0.01,0.0,0.0,0.65,0.09,0.03,0.09,0.09,0.01,0.8999999999999999,0.6799999999999999,0,1,0,1,0,0,0,0,0,0
6215,160,3.55,8887,0,0.26,0.1399999999999999,0.58,0.0,0.0,0.05,0.0,0.0,0.0,0.52,0.1,0.21,0.63,0.21,0.01,0.62,0.86,1,1,0,0,0,0,0,0,0,0
5167,384,4.23,1029,0,0.0,0.0,0.0,0.01,0.0,0.03,0.22,0.13,0.01,0.04,0.2799999999999999,0.3899999999999999,0.02,0.2799999999999999,0.98999999999999,0.03,0.01,0,0,1,0,0,1,0,0,0,0
4975,509,3.59,3002,0,0.32,0.04,0.63,0.44,0.03,0.09,0.03,0.01,0.0,0.4,0.01,0.09,0.77,0.34999999999999,0.02,0.8,0.63,0,1,0,0,0,0,0,0,0,0
3701,434,4.05,5744,0,0.58,0.09,0.31,0.02,0.01,0.26,0.4499999999999999,0.5499999999999999,0.02,0.06,0.04,0.6999999999999901,0.60999999999999,0.3899999999999999,0.42,0.44,0.01,0,1,0,0,0,0,0,0,0,0
6089,315,3.8,11306,1,0.5499999999999999,0.24,0.19,0.77,0.86,0.16,0.16,0.02,0.11,0.03,0.0,0.01,0.3899999999999999,0.01,0.0,0.44,0.03,0,1,0,0,0,0,0,1,0,0
3981,304,3.94,8380,1,0.49,0.26,0.2299999999999999,0.6799999999999999,0.91,0.3399999999999999,0.40999999999999,0.21,0.1399999999999999,0.01,0.01,0.06,0.08,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0
1613,368,3.76,17556,0,0.4499999999999999,0.25,0.2799999999999999,0.1,0.0,0.42,0.01,0.01,0.0,0.43,0.3,0.12,0.3,0.09,0.01,0.88,0.81999999999999,1,1,0,0,0,0,0,0,0,0
777,224,4.15,3090,0,0.24,0.69,0.06,0.36,0.49,0.77,0.58,0.36,0.09,0.04,0.1399999999999999,0.3,0.08,0.05,0.05,0.02,0.01,0,1,0,0,0,0,1,0,0,0
5975,288,3.75,3848,0,0.4,0.42,0.16,0.5599999999999999,0.93999999999999,0.2799999999999999,0.48,0.1399999999999999,0.2,0.0,0.0,0.04,0.02,0.0,0.0,0.01,0.0,1,1,0,0,0,0,0,1,0,0
2023,262,3.73,1154,1,0.60999999999999,0.0699999999999999,0.3,0.33,0.06,0.33,0.26,0.13,0.0,0.26,0.4,0.2,0.93,0.2,0.0,0.53,0.06,0,1,0,0,0,0,1,0,0,0
4296,495,4.16,24566,1,0.62,0.06,0.3,0.8,0.42,0.2299999999999999,0.13,0.1,0.06,0.15,0.03,0.02,0.98,0.08,0.0699999999999999,0.19,0.05,0,1,0,0,0,0,1,0,0,0
3671,64,4.03,1350,0,0.0,0.0,0.0,0.0,0.06,0.27,0.15,0.33,0.36,0.0,0.09,0.8699999999999999,0.15,0.24,0.03,0.06,0.06,1,1,0,0,0,0,0,0,0,0
71,418,3.96,39204,1,0.60999999999999,0.21,0.16,0.12,0.04,0.53,0.22,0.0699999999999999,0.01,0.2799999999999999,0.16,0.06,0.8500000000000001,0.08,0.0,0.67,0.4,0,1,0,0,0,0,1,0,0,0
6557,384,3.67,2771,0,0.43,0.34999999999999,0.19,0.60999999999999,0.11,0.19,0.01,0.03,0.01,0.4499999999999999,0.0699999999999999,0.08,0.16,0.12,0.01,0.3899999999999999,0.91,1,1,0,1,0,0,0,0,0,0
5240,320,3.78,7681,0,0.27,0.67,0.04,0.60999999999999,0.8699999999999999,0.4599999999999999,0.4499999999999999,0.1699999999999999,0.22,0.0,0.01,0.12,0.11,0.01,0.01,0.0,0.0,1,1,0,0,0,0,0,1,0,0
4380,686,4.08,1679,0,0.64,0.24,0.11,0.09,0.03,0.74,0.37,0.22,0.0,0.46999999999999,0.31,0.12,0.8500000000000001,0.2299999999999999,0.04,0.33,0.6999999999999901,0,1,1,0,0,0,0,1,0,0
5560,220,3.82,5966,1,0.2799999999999999,0.06,0.64,0.06,0.09,0.03,0.0,0.0,0.06,0.24,0.03,0.06,0.3,0.09,0.01,0.96,0.2299999999999999,1,1,0,1,0,0,0,0,0,0
5292,326,4.28,5664,0,0.0,0.0,0.0,0.09,0.05,0.3899999999999999,0.2799999999999999,0.53,0.03,0.0,0.0,0.74,0.01,0.27,0.93,0.0,0.0,0,0,1,0,1,0,0,0,0,0
5224,256,3.43,7063,0,0.0,0.0,0.0,0.93999999999999,0.6999999999999901,0.05,0.1,0.1399999999999999,0.27,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0,0,1,0,0,0,0,0,1,0
4602,370,3.35,9711,0,0.06,0.92,0.01,0.77,0.27,0.75,0.31,0.08,0.02,0.03,0.31,0.51,0.0,0.09,0.0,0.0,0.09,1,1,0,0,0,0,0,0,0,0
3988,400,3.76,9682,0,0.2299999999999999,0.6999999999999901,0.05,0.89,0.2,0.74,0.3,0.0699999999999999,0.02,0.06,0.3,0.51,0.02,0.03,0.0,0.0,0.18,1,1,0,0,0,0,0,0,0,0
5724,310,3.59,1546,0,0.4599999999999999,0.3899999999999999,0.13,0.84,0.15,0.2299999999999999,0.09,0.01,0.0,0.15,0.11,0.19,0.29,0.1,0.0,0.13,0.62,1,1,0,0,0,0,0,0,0,0
1617,181,4.05,63554,0,0.5,0.21,0.27,0.04,0.05,0.40999999999999,0.1399999999999999,0.09,0.03,0.27,0.21,0.37,0.6799999999999999,0.08,0.0,0.76,0.63,0,1,0,0,0,0,0,0,0,0
204,512,4.41,3115,1,0.3,0.66,0.02,0.4499999999999999,0.06,0.88,0.22,0.11,0.03,0.46999999999999,0.42,0.1399999999999999,0.15,0.26,0.02,0.15,0.91,1,1,0,0,0,1,0,1,0,0
1962,393,3.77,1929,0,0.53,0.15,0.3,0.02,0.0,0.18,0.02,0.0,0.0,0.8099999999999999,0.19,0.05,0.4,0.21,0.0,0.75,0.89,0,1,0,1,0,0,0,0,0,0
3358,425,4.04,31006,1,0.2299999999999999,0.72,0.04,0.8699999999999999,0.73,0.65,0.36,0.09,0.13,0.03,0.05,0.13,0.03,0.02,0.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0
6682,400,3.96,4623,0,0.59,0.2299999999999999,0.1699999999999999,0.2,0.09,0.8500000000000001,0.3899999999999999,0.16,0.01,0.12,0.37,0.40999999999999,0.4599999999999999,0.11,0.0,0.65,0.2,0,1,0,0,0,0,1,1,0,0
